workload_capacity_fraction,memory_available_gb_config,memory_mode,independent_instances,public_objective_J_n,public_objective_J_mean,public_objective_J_std,public_objective_J_ci95_low,public_objective_J_ci95_high,quantized_oracle_gap_percent_n,quantized_oracle_gap_percent_mean,quantized_oracle_gap_percent_std,quantized_oracle_gap_percent_ci95_low,quantized_oracle_gap_percent_ci95_high,offload_rate_n,offload_rate_mean,offload_rate_std,offload_rate_ci95_low,offload_rate_ci95_high,workload_utilization_n,workload_utilization_mean,workload_utilization_std,workload_utilization_ci95_low,workload_utilization_ci95_high,memory_utilization_n,memory_utilization_mean,memory_utilization_std,memory_utilization_ci95_low,memory_utilization_ci95_high,true_workload_violation_n,true_workload_violation_mean,true_workload_violation_std,true_workload_violation_ci95_low,true_workload_violation_ci95_high,true_memory_violation_n,true_memory_violation_mean,true_memory_violation_std,true_memory_violation_ci95_low,true_memory_violation_ci95_high,barrier_penalty_n,barrier_penalty_mean,barrier_penalty_std,barrier_penalty_ci95_low,barrier_penalty_ci95_high,rejections_workload_n,rejections_workload_mean,rejections_workload_std,rejections_workload_ci95_low,rejections_workload_ci95_high,rejections_memory_n,rejections_memory_mean,rejections_memory_std,rejections_memory_ci95_low,rejections_memory_ci95_high,rejections_cost_n,rejections_cost_mean,rejections_cost_std,rejections_cost_ci95_low,rejections_cost_ci95_high
0.6,3.0,soft,50,50,249.43977504428102,13.950919133562785,245.47496769524727,253.40458239331477,0,,,,,50,0.08819999999999999,0.007743331561638659,0.08599936951912145,0.09040063048087853,50,0.20976193136625618,0.014095153796333753,0.20575613297960943,0.21376772975290292,50,0.7044916666666667,0.03982541353112572,0.6931734093723038,0.7158099239610297,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.054014498708825,0.3868087587472317,0.9440846657946553,1.1639443316229945,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,91.18,0.7743331561638659,90.95993695191216,91.40006304808786
0.6,5.0,hard,50,50,246.52507268866214,13.213356263750423,242.76987838795947,250.2802669893648,50,0.017073648438268193,0.036982736214078826,0.006563271098598939,0.02758402577793745,50,0.14600000000000002,0.019059520091609047,0.14058334432270705,0.15141665567729298,50,0.35388645634471433,0.036646803763503155,0.34347154995115764,0.364301362738271,50,0.70434,0.06454419779800316,0.685996741945313,0.7226832580546869,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,85.4,1.9059520091609048,84.85833443227071,85.9416655677293
0.6,5.0,none,50,50,246.52939859146284,13.206077231545743,242.77627296882378,250.2825242141019,0,,,,,50,0.1462,0.018940292866731257,0.14081722832510676,0.15158277167489323,50,0.354673751907647,0.036496543558802795,0.3443015489917723,0.3650459548235217,50,0.70577,0.06313042944926782,0.687828530464423,0.723711469535577,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,85.38,1.8940292866731259,84.84172283251067,85.91827716748932
0.6,5.0,soft,50,50,246.92145917884582,13.254901644326747,243.154457811623,250.68846054606865,0,,,,,50,0.1244,0.013425531570823691,0.12058450614421326,0.12821549385578673,50,0.3010006539429385,0.02563003971919217,0.2937166772485134,0.3082846306373636,50,0.6016400000000001,0.04305928992656049,0.5894026852029927,0.6138773147970075,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.6770734599337139,0.3485614633629809,0.5780133880989647,0.7761335317684631,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,87.56,1.3425531570823694,87.17845061442132,87.94154938557868
0.6,13.0,hard,50,50,246.52939859146284,13.206077231545743,242.77627296882378,250.2825242141019,50,0.012267066643048545,0.021862973290313004,0.006053678382154459,0.01848045490394263,50,0.1462,0.018940292866731257,0.14081722832510676,0.15158277167489323,50,0.354673751907647,0.036496543558802795,0.3443015489917723,0.3650459548235217,50,0.27144999999999997,0.02428093440356455,0.26454943479400883,0.2783505652059911,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,85.38,1.8940292866731259,84.84172283251067,85.91827716748932
0.6,13.0,none,50,50,246.52939859146284,13.206077231545743,242.77627296882378,250.2825242141019,0,,,,,50,0.1462,0.018940292866731257,0.14081722832510676,0.15158277167489323,50,0.354673751907647,0.036496543558802795,0.3443015489917723,0.3650459548235217,50,0.27144999999999997,0.02428093440356455,0.26454943479400883,0.2783505652059911,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,85.38,1.8940292866731259,84.84172283251067,85.91827716748932
0.6,13.0,soft,50,50,246.52547911078716,13.209578488137781,242.77135844203437,250.27959977953995,0,,,,,50,0.14560000000000003,0.018423587365889723,0.14036407440366333,0.15083592559633674,50,0.35324107443839226,0.0358939132597308,0.34304013715854026,0.36344201171824425,50,0.2704,0.024024912665219597,0.263572195366985,0.27722780463301494,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0531207423492856,0.01777327048644348,0.0480696347651633,0.0581718499334079,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,85.44,1.8423587365889722,84.91640744036633,85.96359255963367
0.8,1.5,hard,50,50,255.0675146776254,16.29296759815369,250.43710451953632,259.6979248357145,50,0.9475905847368127,0.5425829181921427,0.7933902255409089,1.1017909439327165,50,0.0622,0.006157789160643519,0.06044997568373942,0.06395002431626058,50,0.10654767206177324,0.005734383584862442,0.104917978278749,0.10817736584479747,50,0.9598333333333335,0.033977199904916905,0.9501771199618063,0.9694895467048608,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,93.76,0.6246631745450127,93.58247269005034,93.93752730994967,50,0.02,0.14142135623730948,-0.020191504742584774,0.06019150474258478
0.8,1.5,none,50,50,245.7072457796925,13.217839734459115,241.9507772907127,249.4637142686723,0,,,,,50,0.15860000000000002,0.022498072479795295,0.15220611854652719,0.16499388145347285,50,0.289912278687491,0.0331686657780714,0.28048584817237426,0.2993387092026077,50,2.556666666666666,0.2567462218786861,2.483700197748335,2.6296331355849976,50,0.0,0.0,0.0,0.0,50,1.0,0.0,1.0,1.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.14,2.2498072479795295,83.50061185465272,84.77938814534728
0.8,1.5,soft,50,50,255.49276391714247,15.856529155533147,250.9863881920636,259.99913964222134,0,,,,,50,0.049800000000000004,0.0047337261502231115,0.048454689913328686,0.05114531008667132,50,0.08760956456387375,0.006766779780094135,0.08568646702853891,0.0895326620992086,50,0.7860666666666667,0.04795921358613435,0.7724368089734392,0.7996965243598941,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.1670848340790425,0.49844297532808896,1.025428907846864,1.308740760311221,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,95.02,0.4733726150223111,94.88546899133287,95.15453100866712
0.8,2.0,hard,50,50,253.50080426576275,16.050942435657433,248.93917689780594,258.06243163371954,50,1.2461063515205075,0.6982250466137954,1.0476729888445075,1.4445397141965075,50,0.08259999999999999,0.006942915931555921,0.08062684512428059,0.0845731548757194,50,0.14448207523374745,0.006378409633638719,0.14266935127280367,0.14629479919469124,50,0.9642750000000001,0.026743824387270083,0.9566744892052079,0.9718755107947923,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,91.7,0.6776309271789385,91.5074194213091,91.89258057869091,50,0.04,0.28284271247461895,-0.04038300948516955,0.12038300948516956
0.8,2.0,none,50,50,245.7072457796925,13.217839734459115,241.9507772907127,249.4637142686723,0,,,,,50,0.15860000000000002,0.022498072479795295,0.15220611854652719,0.16499388145347285,50,0.289912278687491,0.0331686657780714,0.28048584817237426,0.2993387092026077,50,1.9175,0.19255966640901456,1.8627751483112513,1.9722248516887486,50,0.0,0.0,0.0,0.0,50,1.0,0.0,1.0,1.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.14,2.2498072479795295,83.50061185465272,84.77938814534728
0.8,2.0,soft,50,50,252.72485268568926,14.88881036163831,248.4934995988394,256.9562057725391,0,,,,,50,0.06319999999999999,0.006207303137828697,0.0614359039671203,0.06496409603287968,50,0.11166184968651376,0.010220602094068169,0.10875718671010651,0.114566512662921,50,0.7538375,0.05238127519516328,0.7389509063026781,0.768724093697322,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.1707621369443657,0.5803272349765278,1.005834961605505,1.3356893122832265,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,93.68,0.6207303137828695,93.50359039671204,93.85640960328797
0.8,3.0,hard,50,50,251.8528519694104,15.753215217003424,247.37583774079056,256.3298661980303,50,1.7419760320536255,0.9830281031736471,1.462602536267743,2.021349527839508,50,0.1238,0.0063535302736963135,0.12199434667491858,0.12560565332508142,50,0.2218682344861108,0.008246875161086895,0.21952449849766406,0.22421197047455751,50,0.97695,0.01853140528560664,0.9716834328899137,0.9822165671100863,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,87.52,0.7351245903010633,87.31107990303884,87.72892009696115,50,0.1,0.4629100498862757,-0.03155758055505098,0.231557580555051
0.8,3.0,none,50,50,245.7072457796925,13.217839734459115,241.9507772907127,249.4637142686723,0,,,,,50,0.15860000000000002,0.022498072479795295,0.15220611854652719,0.16499388145347285,50,0.289912278687491,0.0331686657780714,0.28048584817237426,0.2993387092026077,50,1.278333333333333,0.12837311093934303,1.2418500988741674,1.3148165677924988,50,0.0,0.0,0.0,0.0,50,1.0,0.0,1.0,1.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.14,2.2498072479795295,83.50061185465272,84.77938814534728
0.8,3.0,soft,50,50,249.14483891591703,13.927559347277475,245.1866703446906,253.10300748714346,0,,,,,50,0.0894,0.008668497975016037,0.08693644013362933,0.09186355986637065,50,0.16060441877157824,0.012076659295171547,0.15717227017499721,0.16403656736815928,50,0.7175999999999999,0.044184998121046926,0.7050427624739136,0.7301572375260862,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.216381131849487,0.560556435066574,1.0570727556756705,1.3756895080233036,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,91.06,0.8668497975016037,90.81364401336293,91.30635598663707
0.8,5.0,hard,50,50,245.7039476585303,13.214027131400048,241.94856269935116,249.45933261770944,50,0.012962464560552753,0.033221254661188374,0.0035210884502201584,0.02240384067088535,50,0.15960000000000002,0.022035222268181533,0.15333765912123334,0.1658623408787667,50,0.2913409589110505,0.032436087933488324,0.2821227247157701,0.3005591931063309,50,0.770315,0.0754646120944872,0.7488681945415416,0.7917618054584583,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.04,2.203522226818153,83.41376591212334,84.66623408787667
0.8,5.0,none,50,50,245.7072457796925,13.217839734459115,241.9507772907127,249.4637142686723,0,,,,,50,0.15860000000000002,0.022498072479795295,0.15220611854652719,0.16499388145347285,50,0.289912278687491,0.0331686657780714,0.28048584817237426,0.2993387092026077,50,0.767,0.07702386656360585,0.7451100593245006,0.7888899406754994,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.14,2.2498072479795295,83.50061185465272,84.77938814534728
0.8,5.0,soft,50,50,246.34130268024924,13.199887736689686,242.5899360925854,250.0926692679131,0,,,,,50,0.128,0.013997084244475306,0.12402207267161129,0.1319779273283887,50,0.23184351588853247,0.0192056148413521,0.22638534054275808,0.23730169123430686,50,0.6171099999999999,0.043749611076988534,0.6046764981027587,0.6295435018972412,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.7880553704914612,0.39107460673107525,0.6769131969942604,0.899197543988662,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,87.2,1.3997084244475304,86.80220726716114,87.59779273283887
0.8,13.0,hard,50,50,245.7072457796925,13.217839734459115,241.9507772907127,249.4637142686723,50,0.006897584680431608,0.016240883088445072,0.0022819767762217403,0.011513192584641476,50,0.15860000000000002,0.022498072479795295,0.15220611854652719,0.16499388145347285,50,0.289912278687491,0.0331686657780714,0.28048584817237426,0.2993387092026077,50,0.295,0.029624564062925317,0.2865807920478848,0.3034192079521152,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.14,2.2498072479795295,83.50061185465272,84.77938814534728
0.8,13.0,none,50,50,245.7072457796925,13.217839734459115,241.9507772907127,249.4637142686723,0,,,,,50,0.15860000000000002,0.022498072479795295,0.15220611854652719,0.16499388145347285,50,0.289912278687491,0.0331686657780714,0.28048584817237426,0.2993387092026077,50,0.295,0.029624564062925317,0.2865807920478848,0.3034192079521152,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.14,2.2498072479795295,83.50061185465272,84.77938814534728
0.8,13.0,soft,50,50,245.70738782609257,13.218160676538542,241.95082812638302,249.46394752580213,0,,,,,50,0.1578,0.022341505256872403,0.15145061445895555,0.16414938554104444,50,0.2873180647567607,0.03241505058146573,0.2781058093107731,0.2965303202027483,50,0.292525,0.02871114277397809,0.2843653835059465,0.3006846164940535,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.06972317005665357,0.025654696361367087,0.0624321860220553,0.07701415409125184,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,84.22,2.23415052568724,83.58506144589555,84.85493855410445
1.0,1.5,hard,50,50,255.02690941966614,16.293222854544176,250.39642671851354,259.65739212081877,50,0.9490490179724185,0.5423230936912736,0.7949225000826424,1.1031755358621944,50,0.0622,0.006157789160643519,0.06044997568373942,0.06395002431626058,50,0.08523813764941854,0.004587506867889939,0.08393438262299915,0.08654189267583792,50,0.9598333333333335,0.033977199904916905,0.9501771199618063,0.9694895467048608,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,93.76,0.6246631745450127,93.58247269005034,93.93752730994967,50,0.02,0.14142135623730948,-0.020191504742584774,0.06019150474258478
1.0,1.5,none,50,50,245.23575343654753,13.227873981131834,241.4764332462161,248.99507362687896,0,,,,,50,0.16820000000000002,0.02455231814983286,0.16122230838668677,0.17517769161331326,50,0.24661704281868851,0.02982803496637288,0.23814000907562866,0.2550940765617484,50,2.7128833333333335,0.2898231442310512,2.6305165070929832,2.795250159573684,50,0.0,0.0,0.0,0.0,50,1.0,0.0,1.0,1.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.18,2.455231814983286,82.48223083866868,83.87776916133133
1.0,1.5,soft,50,50,255.72708244603828,16.024856868438217,251.172868514259,260.28129637781757,0,,,,,50,0.05,0.004948716593053934,0.048593590305514536,0.05140640969448547,50,0.0702431811590823,0.005298361969779154,0.06873740334799291,0.0717489589701717,50,0.7858499999999999,0.045025342448281665,0.7730539392585799,0.79864606074142,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.151708410356222,0.4478361065581953,1.0244347970949323,1.2789820236175118,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,95.0,0.4948716593053935,94.85935903055146,95.14064096944854
1.0,2.0,hard,50,50,253.42149897606757,16.053108895760154,248.859255906962,257.98374204517313,50,1.2476513307846695,0.6984129813126823,1.0491645576582072,1.4461381039111318,50,0.08259999999999999,0.006942915931555921,0.08062684512428059,0.0845731548757194,50,0.11566252102842188,0.005067959683836938,0.11422222282249629,0.11710281923434747,50,0.9642750000000001,0.026743824387270083,0.9566744892052079,0.9718755107947923,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,91.7,0.6776309271789385,91.5074194213091,91.89258057869091,50,0.04,0.28284271247461895,-0.04038300948516955,0.12038300948516956
1.0,2.0,none,50,50,245.23575343654753,13.227873981131834,241.4764332462161,248.99507362687896,0,,,,,50,0.16820000000000002,0.02455231814983286,0.16122230838668677,0.17517769161331326,50,0.24661704281868851,0.02982803496637288,0.23814000907562866,0.2550940765617484,50,2.0346625,0.2173673581732884,1.9728873803197375,2.0964376196802625,50,0.0,0.0,0.0,0.0,50,1.0,0.0,1.0,1.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.18,2.455231814983286,82.48223083866868,83.87776916133133
1.0,2.0,soft,50,50,252.75985274687545,14.983458975063154,248.50160082171323,257.0181046720377,0,,,,,50,0.06319999999999999,0.0058693253097640416,0.06153195620308355,0.06486804379691644,50,0.08986772850440046,0.008102505574120128,0.0875650218985989,0.09217043511020202,50,0.7570874999999999,0.050851739342255065,0.7426355955824425,0.7715394044175573,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.1864109148297861,0.5276459373804976,1.0364555986111519,1.3363662310484203,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,93.68,0.586932530976404,93.51319562030837,93.84680437969165
1.0,3.0,hard,50,50,251.69934649566875,15.837054588043554,247.19850538143254,256.20018760990496,50,1.7627467948766542,0.9913167535754921,1.4810176907102641,2.0444758990430443,50,0.12419999999999998,0.006417450698633204,0.12237618069114954,0.1260238193088504,50,0.17795386023035176,0.005956255302037215,0.17626111120298302,0.1796466092577205,50,0.9784666666666666,0.016731472645010875,0.9737116347531417,0.9832216985801915,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,87.56,0.6439672954048369,87.37698651960386,87.74301348039614,50,0.02,0.14142135623730948,-0.020191504742584774,0.06019150474258478
1.0,3.0,none,50,50,245.23575343654753,13.227873981131834,241.4764332462161,248.99507362687896,0,,,,,50,0.16820000000000002,0.02455231814983286,0.16122230838668677,0.17517769161331326,50,0.24661704281868851,0.02982803496637288,0.23814000907562866,0.2550940765617484,50,1.3564416666666668,0.1449115721155256,1.3152582535464916,1.397625079786842,50,0.0,0.0,0.0,0.0,50,1.0,0.0,1.0,1.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.18,2.455231814983286,82.48223083866868,83.87776916133133
1.0,3.0,soft,50,50,249.07136081436033,13.997904900835074,245.09320025801475,253.04952137070592,0,,,,,50,0.0906,0.00912721876855045,0.08800607312655635,0.09319392687344365,50,0.12877030729686864,0.009322437270946532,0.12612089993890943,0.13141971465482785,50,0.7203083333333333,0.04082151449809734,0.7087069872764007,0.731909679390266,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,1.245230377930138,0.5369448507867485,1.0926323397619202,1.3978284160983556,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,90.94,0.912721876855045,90.68060731265564,91.19939268734436
1.0,5.0,hard,50,50,245.2479668075158,13.237650202066915,241.485868245936,249.01006536909563,50,0.027743022870701753,0.07708808316090712,0.005834832040178626,0.04965121370122488,50,0.1692,0.02406114659591691,0.16236189779781862,0.17603810220218136,50,0.24722983409942526,0.02903514516817851,0.2389781371437669,0.25548153105508364,50,0.816075,0.08385017995551006,0.7922450425238929,0.839904957476107,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,8.28,23.455594171949336,1.6139938925480308,14.946006107451968,50,74.8,24.850573844645183,67.73754505608741,81.86245494391258
1.0,5.0,none,50,50,245.23575343654753,13.227873981131834,241.4764332462161,248.99507362687896,0,,,,,50,0.16820000000000002,0.02455231814983286,0.16122230838668677,0.17517769161331326,50,0.24661704281868851,0.02982803496637288,0.23814000907562866,0.2550940765617484,50,0.8138649999999998,0.08694694326931537,0.7891549521278948,0.8385750478721049,50,0.0,0.0,0.0,0.0,50,0.02,0.1414213562373095,-0.02019150474258478,0.06019150474258478,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.18,2.455231814983286,82.48223083866868,83.87776916133133
1.0,5.0,soft,50,50,246.05375357682274,13.236895790839597,242.29186941654146,249.81563773710403,0,,,,,50,0.12940000000000002,0.01346348046095247,0.12557372118896912,0.1332262788110309,50,0.18848956962777447,0.014504845115310782,0.18436733825655055,0.19261180099899838,50,0.6273149999999998,0.03980144629973918,0.6160035541174318,0.6386264458825679,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.849159463823007,0.3671400444878187,0.7448194176530065,0.9534995099930075,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,87.06,1.3463480460952473,86.67737211889691,87.44262788110309
1.0,13.0,hard,50,50,245.23306413258922,13.229333683664672,241.47332909938797,248.99279916579047,50,0.009342938045249344,0.025236609392930938,0.0021707730124043718,0.01651510307809432,50,0.1684,0.024690740229106632,0.16138296926702597,0.17541703073297402,50,0.246922035466107,0.02973639085438766,0.23847104669149805,0.25537302424071595,50,0.31334999999999996,0.03344527970721543,0.3038449566760342,0.32285504332396575,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.16,2.4690740229106627,82.4582969267026,83.86170307329739
1.0,13.0,none,50,50,245.23575343654753,13.227873981131834,241.4764332462161,248.99507362687896,0,,,,,50,0.16820000000000002,0.02455231814983286,0.16122230838668677,0.17517769161331326,50,0.24661704281868851,0.02982803496637288,0.23814000907562866,0.2550940765617484,50,0.31302499999999994,0.03344113202665975,0.3035211354338057,0.3225288645661942,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.18,2.455231814983286,82.48223083866868,83.87776916133133
1.0,13.0,soft,50,50,245.2330499295288,13.239438170965492,241.47044323281025,248.99565662624732,0,,,,,50,0.1656,0.023400680262220877,0.15894960025301583,0.17225039974698417,50,0.24234182054217507,0.027974060606430984,0.2343916804823804,0.25029196060196973,50,0.30774999999999997,0.031486351108415966,0.2988016780239537,0.31669832197604625,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,0.08317479629031106,0.031222694895527668,0.07430140458089952,0.0920481879997226,50,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,50,83.44,2.340068026222088,82.77496002530158,84.10503997469841
