config_hash,task_pool_id,wireless_index,wireless_seed,factor,value,jain_service_quality,updates,runtime_seconds,n_nodes,k_offload,offload_rate,decision_objective,public_objective_J,barrier_penalty,estimated_workload,true_workload,workload_capacity,workload_limit,workload_utilization,estimated_memory_gb,true_memory_gb,memory_available_gb,memory_utilization,estimated_workload_violation,estimated_memory_violation,true_workload_violation,true_memory_violation,total_end_to_end_delay_seconds,mean_end_to_end_delay_seconds,total_device_energy_j,mean_tx_time_ms_offloaded,mean_tx_energy_mj_offloaded,queue_delay_ms_per_offloaded_task
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,downlink_power_w,1.0,0.8639630015684948,462,0.024750209064222872,100,15,0.15,230.05564188002108,230.05564188002108,0.0,14.077669902912621,14.077669902912621,37.89473684210527,36.0,0.3714940668824164,3.7212499999999995,3.7212499999999995,5.0,0.7442499999999999,0,0,0,0,4212.070536867023,42.12070536867023,7467.110643832785,423.60040530923806,47.37625551904277,167.76871915897874
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,downlink_power_w,2.0,0.8712280600699398,942,0.04947112500667572,100,15,0.15,229.25261139363658,229.25261139363658,0.0,14.07766990291262,14.07766990291262,37.89473684210527,36.0,0.3714940668824163,3.7212499999999995,3.7212499999999995,5.0,0.7442499999999999,0,0,0,0,4170.750892868361,41.70750892868361,7276.418891024264,495.6241387317624,54.592734950922825,167.76871915897868
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,path_loss_exponent,3.0,0.8833963049022524,622,0.033382457913830876,100,16,0.16,226.3930820307457,226.3930820307457,0.0,15.04854368932039,15.04854368932039,37.89473684210527,36.0,0.3971143473570658,3.965,3.965,5.0,0.7929999999999999,0,0,0,0,4070.1758725900845,40.701758725900845,6815.810886747976,551.3197040688192,63.18042174848131,184.67233281145153
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,path_loss_exponent,3.5,0.8639630015684948,462,0.024698749999515712,100,15,0.15,230.05564188002108,230.05564188002108,0.0,14.077669902912621,14.077669902912621,37.89473684210527,36.0,0.3714940668824164,3.7212499999999995,3.7212499999999995,5.0,0.7442499999999999,0,0,0,0,4212.070536867023,42.12070536867023,7467.110643832785,423.60040530923806,47.37625551904277,167.76871915897874
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,path_loss_exponent,3.8,0.8555790776384128,766,0.04104216699488461,100,13,0.13,231.8420621769488,231.8420621769488,0.0,12.37864077669903,12.37864077669903,37.89473684210527,36.0,0.3266585760517799,3.2824999999999998,3.2824999999999998,5.0,0.6565,0,0,0,0,4271.867065243745,42.71867065243745,7744.208705109974,402.3377358972896,46.823469997992106,141.28266746770802
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,bandwidth_mhz,10.0,0.8608865053685836,874,0.04619499994441867,100,11,0.11,234.9947187765745,234.9947187765745,0.0,10.194174757281553,10.194174757281553,37.89473684210527,36.0,0.2690129449838187,2.665,2.665,5.0,0.533,0,0,0,0,4340.381544535252,43.40381544535252,8053.756696760439,504.5007282386469,50.608796403473,112.00332042058659
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,bandwidth_mhz,20.0,0.8683765265241407,716,0.041746333008632064,100,15,0.15,230.90864468499575,230.90864468499575,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.118986470328,42.291189864703284,7542.718984107368,448.10905036274966,47.93227382444109,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,bandwidth_mhz,40.0,0.8700032422884297,442,0.027483916957862675,100,18,0.18,227.37232760198987,227.37232760198987,0.0,16.262135922330096,16.262135922330096,37.89473684210527,36.0,0.4291396979503775,4.322500000000001,4.322500000000001,5.0,0.8645000000000002,0,0,0,0,4161.020670538552,41.610206705385515,7233.058558985158,337.6572933474692,36.58661028653249,207.93551434982865
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,image_payload_mb,0.1,0.8597296651407996,100,0.006584375048987567,100,20,0.2,224.24506119894735,224.24506119894735,0.0,18.20388349514563,18.20388349514563,37.89473684210527,36.0,0.4803802588996763,4.988750000000001,4.988750000000001,5.0,0.9977500000000002,0,0,0,0,4076.626789540979,40.76626789540979,6847.9054245014695,300.21841827123194,35.27122507347021,251.12105877773445
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,image_payload_mb,0.5,0.8683765265241407,716,0.042120625032112,100,15,0.15,230.90864468499575,230.90864468499575,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.118986470328,42.291189864703284,7542.718984107368,448.10905036274966,47.93227382444109,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,image_payload_mb,1.0,0.8615200467043764,716,0.03890145802870393,100,10,0.1,235.69441191675662,235.69441191675662,0.0,9.223300970873785,9.223300970873785,37.89473684210527,36.0,0.2433926645091693,2.42125,2.42125,5.0,0.48425,0,0,0,0,4357.503265616926,43.57503265616926,8132.930800103723,529.9041770909552,53.08001037236869,100.42238460167526
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,uplink_power_w,0.1,0.8683695112578855,716,0.03616708400659263,100,15,0.15,230.75408759172672,230.75408759172672,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.198532036172,42.29198532036172,7542.68011813213,453.4120880856448,45.341208808564495,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,uplink_power_w,0.2,0.8683765265241407,716,0.03663475008215755,100,15,0.15,230.90864468499575,230.90864468499575,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.118986470328,42.291189864703284,7542.718984107368,448.10905036274966,47.93227382444109,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,uplink_power_w,0.4,0.8683817773134167,797,0.04226812510751188,100,15,0.15,231.22839417141068,231.22839417141068,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.059604137604,42.29059604137604,7542.788872237923,444.1502281811501,52.5914825281335,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,downlink_power_w,0.5,0.8647212706155322,904,0.04864641698077321,100,15,0.15,231.96324294427274,231.96324294427274,0.0,13.834951456310678,13.834951456310678,37.89473684210527,36.0,0.36508899676375395,3.6399999999999997,3.6399999999999997,5.0,0.728,0,0,0,0,4246.993103844998,42.46993103844998,7621.94014868894,462.45094975993504,49.343245929295584,163.75597323988524
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,downlink_power_w,1.0,0.8683765265241407,716,0.04152729199267924,100,15,0.15,230.90864468499575,230.90864468499575,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.118986470328,42.291189864703284,7542.718984107368,448.10905036274966,47.93227382444109,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,downlink_power_w,2.0,0.86735716422201,894,0.05072137503884733,100,16,0.16,230.04775786567356,230.04775786567356,0.0,14.563106796116505,14.563106796116505,37.89473684210527,36.0,0.38430420711974106,3.835,3.835,5.0,0.767,0,0,0,0,4212.591916525185,42.12591916525185,7467.106910657951,410.9501047688741,44.1819161218826,176.04467805519053
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,path_loss_exponent,3.0,0.8700059113886319,842,0.04624291695654392,100,17,0.17,228.11600941468248,228.11600941468248,0.0,15.533980582524272,15.533980582524272,37.89473684210527,36.0,0.4099244875943905,4.07875,4.07875,5.0,0.8157500000000001,0,0,0,0,4179.023669524271,41.79023669524271,7315.848477018668,360.65891276225676,38.14570698041328,193.67458866544789
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,path_loss_exponent,3.5,0.8683765265241407,716,0.03651400003582239,100,15,0.15,230.90864468499575,230.90864468499575,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4229.118986470328,42.291189864703284,7542.718984107368,448.10905036274966,47.93227382444109,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,1,20270826,path_loss_exponent,3.8,0.8641782625338518,734,0.0371215830091387,100,13,0.13,233.75840074840377,233.75840074840377,0.0,11.893203883495143,11.893203883495143,37.89473684210527,36.0,0.31384843581445515,3.1525,3.1525,5.0,0.6305,0,0,0,0,4285.3880379965585,42.85388037996559,7798.342220066249,526.2673199066609,57.093851249830365,134.35098752088038
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,bandwidth_mhz,10.0,0.8662436052879791,433,0.022700374945998192,100,10,0.1,235.08368986665658,235.08368986665658,0.0,9.223300970873787,9.223300970873787,37.89473684210527,36.0,0.24339266450916935,2.4212499999999997,2.4212499999999997,5.0,0.48424999999999996,0,0,0,0,4307.769728408726,43.077697284087265,7902.7171205256345,676.5504562709709,71.71205256347774,100.42238460167526
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,bandwidth_mhz,20.0,0.8716871646142466,686,0.038171084015630186,100,14,0.14,231.0384901017613,231.0384901017613,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.226679804101,42.18226679804101,7492.365597991583,524.8510625758169,54.68557082733732,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,bandwidth_mhz,40.0,0.8768161348945986,537,0.03892095806077123,100,18,0.18,226.417592618745,226.417592618745,0.0,16.50485436893204,16.50485436893204,37.89473684210527,36.0,0.4355447680690399,4.322500000000001,4.322500000000001,5.0,0.8645000000000002,0,0,0,0,4100.583956124729,41.00583956124729,6952.41700516429,441.75930798582056,45.38917579382173,212.9049211657907
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,image_payload_mb,0.1,0.8438688362690691,100,0.008267999975942075,100,20,0.2,224.13397427473765,224.13397427473765,0.0,17.96116504854369,17.96116504854369,37.89473684210527,36.0,0.473975188781014,4.826250000000002,4.826250000000002,5.0,0.9652500000000004,0,0,0,0,4135.739540923512,41.357395409235124,7124.796093034094,181.71429303539418,19.804651704682033,245.2627531402204
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,image_payload_mb,0.5,0.8716871646142466,686,0.07727712497580796,100,14,0.14,231.0384901017613,231.0384901017613,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.226679804101,42.18226679804101,7492.365597991583,524.8510625758169,54.68557082733732,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,image_payload_mb,1.0,0.8657531701979637,850,0.058025082922540605,100,9,0.09,235.9586508480235,235.9586508480235,0.0,8.252427184466018,8.252427184466018,37.89473684210527,36.0,0.2177723840345199,2.1774999999999998,2.1774999999999998,5.0,0.43549999999999994,0,0,0,0,4327.358723480964,43.27358723480964,7992.69521775945,728.0358733756681,77.24641771667416,89.60006895362866
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,uplink_power_w,0.1,0.8716843284412616,686,0.045424708048813045,100,14,0.14,230.92301271853248,230.92301271853248,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.265234940754,42.18265234940755,7492.338647001272,527.6050009082492,52.76050009082491,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,uplink_power_w,0.2,0.8716871646142466,686,0.06503958301618695,100,14,0.14,231.0384901017613,231.0384901017613,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.226679804101,42.18226679804101,7492.365597991583,524.8510625758169,54.68557082733732,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,uplink_power_w,0.4,0.871689473250465,846,0.057786290999501944,100,14,0.14,231.2713323009413,231.2713323009413,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.196590667867,42.18196590667867,7492.415175345042,522.7018385590794,58.2268103601536,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,downlink_power_w,0.5,0.8703827456125874,486,0.03625600005034357,100,13,0.13,232.18456793629832,232.18456793629832,0.0,12.135922330097086,12.135922330097086,37.89473684210527,36.0,0.3202535059331175,3.1525,3.1525,5.0,0.6305,0,0,0,0,4238.859961110831,42.38859961110831,7585.975353610982,574.5205310255654,59.64258546017527,137.78416980757783
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,downlink_power_w,1.0,0.8716871646142466,686,0.044168292079120874,100,14,0.14,231.0384901017613,231.0384901017613,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.226679804101,42.18226679804101,7492.365597991583,524.8510625758169,54.68557082733732,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,downlink_power_w,2.0,0.8770293655567867,452,0.028957457980141044,100,15,0.15,229.85514423374636,229.85514423374636,0.0,13.592233009708737,13.592233009708737,37.89473684210527,36.0,0.35868392664509163,3.5912499999999996,3.5912499999999996,5.0,0.7182499999999999,0,0,0,0,4160.0982129359545,41.600982129359544,7222.523250259444,593.3908147378787,61.55001729619558,159.82338099243057
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,path_loss_exponent,3.0,0.8812259543801325,825,0.0724040410714224,100,17,0.17,226.82610307464347,226.82610307464347,0.0,15.776699029126213,15.776699029126213,37.89473684210527,36.0,0.4163295577130528,4.16,4.16,5.0,0.8320000000000001,0,0,0,0,4091.0306228556233,40.91030622855623,6909.345452144262,497.5950917729321,55.614832015439355,198.32389973431899
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,path_loss_exponent,3.5,0.8716871646142466,686,0.05736108298879117,100,14,0.14,231.0384901017613,231.0384901017613,0.0,12.864077669902912,12.864077669902912,37.89473684210527,36.0,0.3394687162891046,3.3474999999999997,3.3474999999999997,5.0,0.6695,0,0,0,0,4218.226679804101,42.18226679804101,7492.365597991583,524.8510625758169,54.68557082733732,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,2,20270923,path_loss_exponent,3.8,0.8585319872587003,394,0.021327833994291723,100,12,0.12,233.9283500131349,233.9283500131349,0.0,11.407766990291261,11.407766990291261,37.89473684210527,36.0,0.30103829557713047,2.9575,2.9575,5.0,0.5915,0,0,0,0,4289.108309661973,42.89108309661973,7816.310075416825,564.6857517898859,59.172951402065124,127.67338670782286
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,bandwidth_mhz,10.0,0.8685540147176867,473,0.024678374989889562,100,10,0.1,234.45207013278895,234.45207013278895,0.0,9.466019417475728,9.466019417475728,37.89473684210527,36.0,0.24979773462783167,2.4699999999999998,2.4699999999999998,5.0,0.49399999999999994,0,0,0,0,4313.448241727148,43.134482417271485,7931.403235280883,601.5807108652577,60.32352808823086,103.24346184955513
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,bandwidth_mhz,20.0,0.8742615579320488,461,0.025124958949163556,100,14,0.14,230.74712990882878,230.74712990882878,0.0,12.864077669902914,12.864077669902914,37.89473684210527,36.0,0.33946871628910463,3.3962499999999998,3.3962499999999998,5.0,0.6792499999999999,0,0,0,0,4210.323840303384,42.103238403033835,7456.36872101418,531.7910982388988,54.908643869929,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,bandwidth_mhz,40.0,0.8794139179905363,523,0.028557333978824317,100,17,0.17,226.61919619178659,226.61919619178659,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.20875,4.20875,5.0,0.84175,0,0,0,0,4121.819401853415,41.21819401853415,7053.1326692001785,421.5943132372798,43.09818824574713,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,image_payload_mb,0.1,0.8616326222289112,100,0.005702374968677759,100,20,0.2,224.47730953260788,224.47730953260788,0.0,17.96116504854369,17.96116504854369,37.89473684210527,36.0,0.473975188781014,4.810000000000001,4.810000000000001,5.0,0.9620000000000003,0,0,0,0,4098.93758214956,40.9893758214956,6952.246289296397,261.61635433773824,32.31446481981622,245.2627531402204
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,image_payload_mb,0.5,0.8742615579320488,461,0.025470542022958398,100,14,0.14,230.74712990882878,230.74712990882878,0.0,12.864077669902914,12.864077669902914,37.89473684210527,36.0,0.33946871628910463,3.3962499999999998,3.3962499999999998,5.0,0.6792499999999999,0,0,0,0,4210.323840303384,42.103238403033835,7456.36872101418,531.7910982388988,54.908643869929,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,image_payload_mb,1.0,0.8670172721511329,614,0.03847508295439184,100,9,0.09,235.24518555077947,235.24518555077947,0.0,8.495145631067961,8.495145631067961,37.89473684210527,36.0,0.2241774541531823,2.22625,2.22625,5.0,0.44525,0,0,0,0,4336.014505874902,43.36014505874902,8035.759238415717,620.4842376379074,62.137601746258234,92.23863735117754
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,uplink_power_w,0.1,0.8742671969804516,461,0.02933683292940259,100,14,0.14,230.65008495583018,230.65008495583018,0.0,12.864077669902914,12.864077669902914,37.89473684210527,36.0,0.33946871628910463,3.3962499999999998,3.3962499999999998,5.0,0.6792499999999999,0,0,0,0,4210.347862733608,42.10347862733608,7456.346909780557,533.5069861120528,53.350698611205274,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,uplink_power_w,0.2,0.8742615579320488,461,0.03384100005496293,100,14,0.14,230.74712990882878,230.74712990882878,0.0,12.864077669902914,12.864077669902914,37.89473684210527,36.0,0.33946871628910463,3.3962499999999998,3.3962499999999998,5.0,0.6792499999999999,0,0,0,0,4210.323840303384,42.103238403033835,7456.36872101418,531.7910982388988,54.908643869929,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,uplink_power_w,0.4,0.8715453642602182,487,0.03664183302316815,100,14,0.14,230.72960478985135,230.72960478985135,0.0,13.106796116504853,13.106796116504853,37.89473684210527,36.0,0.3458737864077669,3.3962499999999998,3.3962499999999998,5.0,0.6792499999999999,0,0,0,0,4213.461238969536,42.134612389695356,7470.737843237062,523.6135442061769,52.70308836163266,152.1892393320964
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,downlink_power_w,0.5,0.8724649712525794,461,0.03605762496590614,100,13,0.13,231.68883327925852,231.68883327925852,0.0,11.893203883495145,11.893203883495145,37.89473684210527,36.0,0.3138484358144552,3.1525,3.1525,5.0,0.6305,0,0,0,0,4233.807972567062,42.338079725670624,7564.348535337591,558.5699791761898,57.579641353121495,134.3509875208804
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,downlink_power_w,1.0,0.8742615579320488,461,0.0312832499621436,100,14,0.14,230.74712990882878,230.74712990882878,0.0,12.864077669902914,12.864077669902914,37.89473684210527,36.0,0.33946871628910463,3.3962499999999998,3.3962499999999998,5.0,0.6792499999999999,0,0,0,0,4210.323840303384,42.103238403033835,7456.36872101418,531.7910982388988,54.908643869929,148.4832091456568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,3,20271020,downlink_power_w,2.0,0.8714109456251738,615,0.03893883293494582,100,15,0.15,229.78706896803493,229.78706896803493,0.0,14.077669902912621,14.077669902912621,37.89473684210527,36.0,0.3714940668824164,3.6399999999999997,3.6399999999999997,5.0,0.728,0,0,0,0,4195.349302576555,41.953493025765546,7387.925497123881,482.18478594464443,48.36647492531665,167.76871915897874
