config_hash,task_pool_id,wireless_index,factor,value,distance_layer,n_users,mean_distance_m,offload_rate,mean_end_to_end_delay_seconds,mean_service_quality
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,uplink_power_w,0.2,near,34,211.90986639223908,0.17647058823529413,44.486856376421336,0.027837938155962718
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,uplink_power_w,0.2,middle,33,361.2559713265026,0.09090909090909091,39.475079531411296,0.031063932803091564
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,uplink_power_w,0.2,far,33,449.12900838205314,0.12121212121212122,34.736997075795955,0.032944106396755456
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,uplink_power_w,0.4,near,34,211.90986639223908,0.20588235294117646,44.8039508001095,0.028663513861715464
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,uplink_power_w,0.4,middle,33,361.2559713265026,0.09090909090909091,39.47806183445484,0.03106232488561381
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,uplink_power_w,0.4,far,33,449.12900838205314,0.12121212121212122,34.745151124762074,0.03294102049356957
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,0.5,near,34,211.90986639223908,0.3235294117647059,43.159068172122915,0.030936773064284186
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,0.5,middle,33,361.2559713265026,0.06060606060606061,40.1900442706998,0.03065793983110786
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,0.5,far,33,449.12900838205314,0.06060606060606061,38.15110847914168,0.032567447038334967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,1.0,near,34,211.90986639223908,0.17647058823529413,44.486856376421336,0.027837938155962718
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,1.0,middle,33,361.2559713265026,0.09090909090909091,39.475079531411296,0.031063932803091564
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,1.0,far,33,449.12900838205314,0.12121212121212122,34.736997075795955,0.032944106396755456
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,2.0,near,34,211.90986639223908,0.23529411764705882,43.398392859533864,0.028781414861666403
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,2.0,middle,33,361.2559713265026,0.09090909090909091,39.472988545311935,0.031065315207425163
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,downlink_power_w,2.0,far,33,449.12900838205314,0.12121212121212122,34.725226254195974,0.032945494837562136
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.0,near,34,211.90986639223908,0.23529411764705882,41.64384282708706,0.028385795932254248
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.0,middle,33,361.2559713265026,0.09090909090909091,39.46121602728075,0.03107211976983566
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.0,far,33,449.12900838205314,0.15151515151515152,34.044617409341875,0.03340677008738509
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.5,near,34,211.90986639223908,0.17647058823529413,44.486856376421336,0.027837938155962718
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.5,middle,33,361.2559713265026,0.09090909090909091,39.475079531411296,0.031063932803091564
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.5,far,33,449.12900838205314,0.12121212121212122,34.736997075795955,0.032944106396755456
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.8,near,34,211.90986639223908,0.29411764705882354,44.49609344115714,0.030721292958018207
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.8,middle,33,361.2559713265026,0.06060606060606061,40.20667386041025,0.030653408666017363
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,path_loss_exponent,3.8,far,33,449.12900838205314,0.06060606060606061,38.160950103720666,0.03255735584190933
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,10.0,near,34,204.98081966315567,0.23529411764705882,39.07446694661082,0.030503528692090623
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,10.0,middle,33,361.13506231847657,0.030303030303030304,35.38206956949961,0.032326361109731874
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,10.0,far,33,461.8509826723753,0.030303030303030304,47.7390973798898,0.027849394779836334
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,20.0,near,34,204.98081966315567,0.2647058823529412,38.55634080109802,0.0310290690910906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,20.0,middle,33,361.13506231847657,0.12121212121212122,33.77975975822852,0.03391593154026539
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,20.0,far,33,461.8509826723753,0.06060606060606061,47.221877217055045,0.028388715681228027
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,40.0,near,34,204.98081966315567,0.29411764705882354,38.00443642475324,0.03154696115355255
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,40.0,middle,33,361.13506231847657,0.18181818181818182,32.85277426851779,0.035133382100792546
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,bandwidth_mhz,40.0,far,33,461.8509826723753,0.09090909090909091,46.70310478668124,0.02893033681346277
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,0.1,near,34,204.98081966315567,0.14705882352941177,43.45190183697058,0.03029510742216397
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,0.1,middle,33,361.13506231847657,0.12121212121212122,34.65954563390099,0.034447031836509094
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,0.1,far,33,461.8509826723753,0.30303030303030304,39.938145656586585,0.03173782733577204
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,0.5,near,34,204.98081966315567,0.2647058823529412,38.55634080109802,0.0310290690910906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,0.5,middle,33,361.13506231847657,0.12121212121212122,33.77975975822852,0.03391593154026539
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,0.5,far,33,461.8509826723753,0.06060606060606061,47.221877217055045,0.028388715681228027
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,1.0,near,34,204.98081966315567,0.20588235294117646,39.604651722974126,0.030000504874833935
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,1.0,middle,33,361.13506231847657,0.030303030303030304,35.38542476974909,0.03232522999853218
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,image_payload_mb,1.0,far,33,461.8509826723753,0.030303030303030304,47.74095207793373,0.027847773322952758
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.1,near,34,204.98081966315567,0.2647058823529412,38.55642107660722,0.03102900267470472
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.1,middle,33,361.13506231847657,0.12121212121212122,33.77980536811575,0.03391587989836455
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.1,far,33,461.8509826723753,0.06060606060606061,47.22190894027582,0.028388678030309936
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.2,near,34,204.98081966315567,0.2647058823529412,38.55634080109802,0.0310290690910906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.2,middle,33,361.13506231847657,0.12121212121212122,33.77975975822852,0.03391593154026539
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.2,far,33,461.8509826723753,0.06060606060606061,47.221877217055045,0.028388715681228027
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.4,near,34,204.98081966315567,0.2647058823529412,38.5562863602444,0.031029114490585808
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.4,middle,33,361.13506231847657,0.12121212121212122,33.77972929804935,0.03391596693085355
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,uplink_power_w,0.4,far,33,461.8509826723753,0.06060606060606061,47.221856630944444,0.028388740488480158
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,0.5,near,34,204.98081966315567,0.2647058823529412,38.56708376643676,0.031023395719257517
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,0.5,middle,33,361.13506231847657,0.12121212121212122,33.78567798644401,0.03391153121812314
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,0.5,far,33,461.8509826723753,0.030303030303030304,47.73886899776028,0.027849594847601966
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,1.0,near,34,204.98081966315567,0.2647058823529412,38.55634080109802,0.0310290690910906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,1.0,middle,33,361.13506231847657,0.12121212121212122,33.77975975822852,0.03391593154026539
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,1.0,far,33,461.8509826723753,0.06060606060606061,47.221877217055045,0.028388715681228027
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,2.0,near,34,204.98081966315567,0.2647058823529412,38.548872752222806,0.031032963632026206
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,2.0,middle,33,361.13506231847657,0.12121212121212122,33.77569550738766,0.03391894676153467
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,downlink_power_w,2.0,far,33,461.8509826723753,0.09090909090909091,46.70741571745062,0.028923924458745812
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.0,near,34,204.98081966315567,0.2647058823529412,38.52461770428861,0.031046910270818687
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.0,middle,33,361.13506231847657,0.12121212121212122,33.67081524126654,0.03383468793611364
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.0,far,33,461.8509826723753,0.12121212121212122,45.32210809262665,0.02914650990054186
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.5,near,34,204.98081966315567,0.2647058823529412,38.55634080109802,0.0310290690910906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.5,middle,33,361.13506231847657,0.12121212121212122,33.77975975822852,0.03391593154026539
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.5,far,33,461.8509826723753,0.06060606060606061,47.221877217055045,0.028388715681228027
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.8,near,34,204.98081966315567,0.23529411764705882,39.08116310973526,0.030503072584480862
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.8,middle,33,361.13506231847657,0.09090909090909091,34.37964352407474,0.03343246033213109
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,path_loss_exponent,3.8,far,33,461.8509826723753,0.030303030303030304,47.74527788041099,0.027844014210051452
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,10.0,near,33,182.13033563068112,0.21212121212121213,36.67724476837386,0.03293273413045495
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,10.0,middle,33,340.5096836960309,0.06060606060606061,46.252619915986,0.026607405127327732
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,10.0,far,34,459.53391999598864,0.029411764705882353,40.01115891515775,0.03169964797234861
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,20.0,near,33,182.13033563068112,0.24242424242424243,35.900170033336146,0.03332612206826957
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,20.0,middle,33,340.5096836960309,0.12121212121212122,44.31007842651054,0.027316293333067274
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,20.0,far,34,459.53391999598864,0.058823529411764705,39.486060685600926,0.03220003697631012
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,40.0,near,33,182.13033563068112,0.2727272727272727,35.32715261312331,0.03386651391668811
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,40.0,middle,33,340.5096836960309,0.18181818181818182,42.09385094234791,0.028043652646249247
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,bandwidth_mhz,40.0,far,34,459.53391999598864,0.058823529411764705,39.48015302615136,0.03220591873164237
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,0.1,near,33,182.13033563068112,0.21212121212121213,37.899255092439645,0.03349358209960568
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,0.1,middle,33,340.5096836960309,0.18181818181818182,42.847709181260576,0.02840298539322163
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,0.1,far,34,459.53391999598864,0.20588235294117646,36.142990160324125,0.03434211190576715
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,0.5,near,33,182.13033563068112,0.24242424242424243,35.900170033336146,0.03332612206826957
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,0.5,middle,33,340.5096836960309,0.12121212121212122,44.31007842651054,0.027316293333067274
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,0.5,far,34,459.53391999598864,0.058823529411764705,39.486060685600926,0.03220003697631012
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,1.0,near,33,182.13033563068112,0.21212121212121213,36.31080285870695,0.03258316033405231
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,1.0,middle,33,340.5096836960309,0.030303030303030304,46.885295317163354,0.026164824786541956
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,image_payload_mb,1.0,far,34,459.53391999598864,0.029411764705882353,40.0129745767502,0.03169899694641368
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.1,near,33,182.13033563068112,0.24242424242424243,35.90021922680988,0.03332607796742584
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.1,middle,33,340.5096836960309,0.12121212121212122,44.31014014403928,0.027316238930310065
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.1,far,34,459.53391999598864,0.058823529411764705,39.4860940652322,0.03220000366490736
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.2,near,33,182.13033563068112,0.24242424242424243,35.900170033336146,0.03332612206826957
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.2,middle,33,340.5096836960309,0.12121212121212122,44.31007842651054,0.027316293333067274
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.2,far,34,459.53391999598864,0.058823529411764705,39.486060685600926,0.03220003697631012
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.4,near,33,182.13033563068112,0.24242424242424243,35.901071807467076,0.033325010915385866
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.4,middle,33,340.5096836960309,0.15151515151515152,43.79387878299514,0.0278562446169814
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,uplink_power_w,0.4,far,34,459.53391999598864,0.029411764705882353,40.00806245669662,0.031700761762737596
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,0.5,near,33,182.13033563068112,0.30303030303030304,34.79514770641183,0.03430363611824386
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,0.5,middle,33,340.5096836960309,0.09090909090909091,45.737813461233856,0.027144374170358195
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,0.5,far,34,459.53391999598864,0.029411764705882353,40.01120792217846,0.03169963038033137
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,1.0,near,33,182.13033563068112,0.24242424242424243,35.900170033336146,0.03332612206826957
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,1.0,middle,33,340.5096836960309,0.12121212121212122,44.31007842651054,0.027316293333067274
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,1.0,far,34,459.53391999598864,0.058823529411764705,39.486060685600926,0.03220003697631012
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,2.0,near,33,182.13033563068112,0.2727272727272727,35.3578863503912,0.03384391210409701
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,2.0,middle,33,340.5096836960309,0.12121212121212122,44.35030943874114,0.027362909619975537
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,downlink_power_w,2.0,far,34,459.53391999598864,0.058823529411764705,39.484060008574765,0.032201978199483235
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.0,near,33,182.13033563068112,0.15151515151515152,37.482581029491854,0.031631849433011096
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.0,middle,33,340.5096836960309,0.18181818181818182,41.458959646056314,0.028001545397681026
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.0,far,34,459.53391999598864,0.14705882352941177,37.39348307665174,0.03342770856872195
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.5,near,33,182.13033563068112,0.24242424242424243,35.900170033336146,0.03332612206826957
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.5,middle,33,340.5096836960309,0.12121212121212122,44.31007842651054,0.027316293333067274
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.5,far,34,459.53391999598864,0.058823529411764705,39.486060685600926,0.03220003697631012
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.8,near,33,182.13033563068112,0.2727272727272727,35.494711292825144,0.03391198305116533
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.8,middle,33,340.5096836960309,0.06060606060606061,46.37493233573418,0.02669847584861969
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,path_loss_exponent,3.8,far,34,459.53391999598864,0.029411764705882353,40.017228873834505,0.03169747746173386
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,10.0,near,34,186.6842147203249,0.17647058823529413,39.84052988217879,0.03022440208505906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,10.0,middle,33,346.78789844341463,0.09090909090909091,36.887937076546734,0.030953373735949946
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,10.0,far,33,452.4270330378694,0.030303030303030304,46.34187668917351,0.029747182388680935
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,20.0,near,34,186.6842147203249,0.2647058823529412,38.36565506125271,0.03187118519727167
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,20.0,middle,33,346.78789844341463,0.15151515151515152,35.59305645148142,0.03185095808121893
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,20.0,far,33,452.4270330378694,0.030303030303030304,46.33665234528053,0.02974896108878052
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,40.0,near,34,186.6842147203249,0.23529411764705882,38.79064171486883,0.03132049064101751
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,40.0,middle,33,346.78789844341463,0.21212121212121213,34.51744643340077,0.03292409773288732
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,bandwidth_mhz,40.0,far,33,452.4270330378694,0.09090909090909091,43.26808093136879,0.0302125680745514
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,0.1,near,34,186.6842147203249,0.23529411764705882,39.8283305519046,0.03173105021449247
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,0.1,middle,33,346.78789844341463,0.18181818181818182,35.39080344056233,0.03290444981064185
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,0.1,far,33,452.4270330378694,0.18181818181818182,42.252858987462155,0.03215943014050365
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,0.5,near,34,186.6842147203249,0.2647058823529412,38.36565506125271,0.03187118519727167
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,0.5,middle,33,346.78789844341463,0.15151515151515152,35.59305645148142,0.03185095808121893
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,0.5,far,33,452.4270330378694,0.030303030303030304,46.33665234528053,0.02974896108878052
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,1.0,near,34,186.6842147203249,0.17647058823529413,40.017873648838,0.030396420497124106
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,1.0,middle,33,346.78789844341463,0.06060606060606061,37.43334578270441,0.030436256868994527
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,image_payload_mb,1.0,far,33,452.4270330378694,0.030303030303030304,46.34408942726879,0.029746432432969507
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.1,near,34,186.6842147203249,0.2647058823529412,38.36571378029237,0.031871107129413906
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.1,middle,33,346.78789844341463,0.15151515151515152,35.593154851382444,0.031850897188783964
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.1,far,33,452.4270330378694,0.030303030303030304,46.33666469187493,0.02974895687185015
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.2,near,34,186.6842147203249,0.2647058823529412,38.36565506125271,0.03187118519727167
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.2,middle,33,346.78789844341463,0.15151515151515152,35.59305645148142,0.03185095808121893
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.2,far,33,452.4270330378694,0.030303030303030304,46.33665234528053,0.02974896108878052
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,uplink_power_w,0.4,near,34,186.6842147203249,0.2647058823529412,38.36561385075369,0.0318712401972403
