config_hash,iteration,selected_task_index,strategy_before,strategy_after,candidate_local_objective,candidate_offload_objective,objective_before,objective_after,accepted,n_nodes,k_offload,offload_rate,decision_objective,public_objective_J,barrier_penalty,estimated_workload,true_workload,workload_capacity,workload_limit,workload_utilization,estimated_memory_gb,true_memory_gb,memory_available_gb,memory_utilization,estimated_workload_violation,estimated_memory_violation,true_workload_violation,true_memory_violation,total_end_to_end_delay_seconds,mean_end_to_end_delay_seconds,total_device_energy_j,mean_tx_time_ms_offloaded,mean_tx_energy_mj_offloaded,queue_delay_ms_per_offloaded_task
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,10,76,0,0,238.40797094955474,243.7626749571058,238.40797094955474,238.40797094955474,False,100,18,0.18,238.40797094955474,238.40797094955474,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.290000000000001,4.290000000000001,5.0,0.8580000000000002,0,0,0,0,4263.946926727987,42.63946926727987,7669.401364025871,682.8639897546566,77.85355699287992,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,11,18,1,1,238.6573445122236,238.40797094955474,238.40797094955474,238.40797094955474,False,100,18,0.18,238.40797094955474,238.40797094955474,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.290000000000001,4.290000000000001,5.0,0.8580000000000002,0,0,0,0,4263.946926727987,42.63946926727987,7669.401364025871,682.8639897546566,77.85355699287992,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,12,92,0,0,238.40797094955474,240.01937140251593,238.40797094955474,238.40797094955474,False,100,18,0.18,238.40797094955474,238.40797094955474,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.290000000000001,4.290000000000001,5.0,0.8580000000000002,0,0,0,0,4263.946926727987,42.63946926727987,7669.401364025871,682.8639897546566,77.85355699287992,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,13,76,0,0,238.40797094955474,243.7626749571058,238.40797094955474,238.40797094955474,False,100,18,0.18,238.40797094955474,238.40797094955474,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.290000000000001,4.290000000000001,5.0,0.8580000000000002,0,0,0,0,4263.946926727987,42.63946926727987,7669.401364025871,682.8639897546566,77.85355699287992,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,14,42,0,0,238.40797094955474,241.18501805754886,238.40797094955474,238.40797094955474,False,100,18,0.18,238.40797094955474,238.40797094955474,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.290000000000001,4.290000000000001,5.0,0.8580000000000002,0,0,0,0,4263.946926727987,42.63946926727987,7669.401364025871,682.8639897546566,77.85355699287992,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,15,31,0,0,238.40797094955474,244.22550889829472,238.40797094955474,238.40797094955474,False,100,18,0.18,238.40797094955474,238.40797094955474,0.0,16.019417475728154,16.019417475728154,37.89473684210527,36.0,0.4227346278317151,4.290000000000001,4.290000000000001,5.0,0.8580000000000002,0,0,0,0,4263.946926727987,42.63946926727987,7669.401364025871,682.8639897546566,77.85355699287992,203.07638402242458
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,16,89,1,0,237.44614767945134,238.40797094955474,238.40797094955474,237.44614767945134,True,100,17,0.17,237.44614767945134,237.44614767945134,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4270.270799110295,42.702707991102955,7705.269525797575,650.3336440321024,74.67798809262544,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,17,20,0,0,237.44614767945134,238.71690941619002,237.44614767945134,237.44614767945134,False,100,17,0.17,237.44614767945134,237.44614767945134,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4270.270799110295,42.702707991102955,7705.269525797575,650.3336440321024,74.67798809262544,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,18,84,0,0,237.44614767945134,245.54670873606764,237.44614767945134,237.44614767945134,False,100,17,0.17,237.44614767945134,237.44614767945134,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4270.270799110295,42.702707991102955,7705.269525797575,650.3336440321024,74.67798809262544,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,19,73,0,0,237.44614767945134,319.01633844198045,237.44614767945134,237.44614767945134,False,100,17,0.17,237.44614767945134,237.44614767945134,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4270.270799110295,42.702707991102955,7705.269525797575,650.3336440321024,74.67798809262544,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,20,53,0,1,237.44614767945134,237.38063369430103,237.44614767945134,237.38063369430103,True,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,21,15,0,0,237.38063369430103,238.2107224159012,237.38063369430103,237.38063369430103,False,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,22,12,0,0,237.38063369430103,238.35577412902754,237.38063369430103,237.38063369430103,False,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,23,57,0,0,237.38063369430103,242.68554577150965,237.38063369430103,237.38063369430103,False,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,24,12,0,0,237.38063369430103,238.35577412902754,237.38063369430103,237.38063369430103,False,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,25,66,0,0,237.38063369430103,237.68085649772564,237.38063369430103,237.38063369430103,False,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,26,31,0,0,237.38063369430103,243.20205220473676,237.38063369430103,237.38063369430103,False,100,18,0.18,237.38063369430103,237.38063369430103,0.0,16.2621359223301,16.2621359223301,37.89473684210527,36.0,0.4291396979503776,4.33875,4.33875,5.0,0.86775,0,0,0,0,4246.86702166753,42.4686702166753,7593.7644739796115,662.4545782907371,75.80410997837917,207.9355143498288
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,27,1,1,0,236.87007210551775,237.38063369430103,237.38063369430103,236.87007210551775,True,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,28,20,0,0,236.87007210551775,238.13906152477173,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,29,37,0,0,236.87007210551775,240.22270593501,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,67,0,0,236.87007210551775,241.15512618217227,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,31,78,0,0,236.87007210551775,237.2551090710945,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,32,41,0,0,236.87007210551775,239.15955647303858,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,33,92,0,0,236.87007210551775,238.26974521375897,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,34,67,0,0,236.87007210551775,241.15512618217227,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,35,55,0,0,236.87007210551775,237.83896788109774,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,36,76,0,0,236.87007210551775,241.8622691911285,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,37,19,0,0,236.87007210551775,240.10533592302724,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,38,46,0,0,236.87007210551775,238.69360168804178,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,39,46,0,0,236.87007210551775,238.69360168804178,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,40,86,0,0,236.87007210551775,239.67731985861897,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,41,74,0,0,236.87007210551775,243.32420706764603,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,42,76,0,0,236.87007210551775,241.8622691911285,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,43,42,0,0,236.87007210551775,239.4848138399047,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,44,43,0,0,236.87007210551775,237.33281488204406,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,45,49,0,0,236.87007210551775,237.3569801893809,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,46,85,0,0,236.87007210551775,239.49420848588383,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,47,60,0,0,236.87007210551775,244.81644824831625,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,48,51,0,0,236.87007210551775,240.30791844163855,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,49,70,0,0,236.87007210551775,236.90477955104149,236.87007210551775,236.87007210551775,False,100,17,0.17,236.87007210551775,236.87007210551775,0.0,15.291262135922329,15.291262135922329,37.89473684210527,36.0,0.40351941747572806,4.095000000000001,4.095000000000001,5.0,0.8190000000000002,0,0,0,0,4258.228146511372,42.58228146511372,7651.265242609347,647.8246676248101,74.42603584393974,189.12512716174967
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,50,79,1,0,236.12010021657414,236.87007210551775,236.87007210551775,236.12010021657414,True,100,16,0.16,236.12010021657414,236.12010021657414,0.0,14.320388349514563,14.320388349514563,37.89473684210527,36.0,0.3778991370010787,3.8512500000000003,3.8512500000000003,5.0,0.7702500000000001,0,0,0,0,4264.763781313837,42.647637813138374,7687.157103805168,625.8722376095538,72.31898782294705,171.86409450525628
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,51,41,0,0,236.12010021657414,238.24439413807363,236.12010021657414,236.12010021657414,False,100,16,0.16,236.12010021657414,236.12010021657414,0.0,14.320388349514563,14.320388349514563,37.89473684210527,36.0,0.3778991370010787,3.8512500000000003,3.8512500000000003,5.0,0.7702500000000001,0,0,0,0,4264.763781313837,42.647637813138374,7687.157103805168,625.8722376095538,72.31898782294705,171.86409450525628
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,52,88,0,0,236.12010021657414,239.89455487705845,236.12010021657414,236.12010021657414,False,100,16,0.16,236.12010021657414,236.12010021657414,0.0,14.320388349514563,14.320388349514563,37.89473684210527,36.0,0.3778991370010787,3.8512500000000003,3.8512500000000003,5.0,0.7702500000000001,0,0,0,0,4264.763781313837,42.647637813138374,7687.157103805168,625.8722376095538,72.31898782294705,171.86409450525628
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,53,50,0,1,236.12010021657414,235.70241116380336,236.12010021657414,235.70241116380336,True,100,17,0.17,235.70241116380336,235.70241116380336,0.0,15.53398058252427,15.53398058252427,37.89473684210527,36.0,0.40992448759439043,4.1762500000000005,4.1762500000000005,5.0,0.83525,0,0,0,0,4218.595297713691,42.185952977136914,7471.342816771771,664.8723356693467,78.989221868904,193.67458866544783
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,54,71,0,0,235.70241116380336,235.72540396302102,235.70241116380336,235.70241116380336,False,100,17,0.17,235.70241116380336,235.70241116380336,0.0,15.53398058252427,15.53398058252427,37.89473684210527,36.0,0.40992448759439043,4.1762500000000005,4.1762500000000005,5.0,0.83525,0,0,0,0,4218.595297713691,42.185952977136914,7471.342816771771,664.8723356693467,78.989221868904,193.67458866544783
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,55,38,0,0,235.70241116380336,238.60122145197556,235.70241116380336,235.70241116380336,False,100,17,0.17,235.70241116380336,235.70241116380336,0.0,15.53398058252427,15.53398058252427,37.89473684210527,36.0,0.40992448759439043,4.1762500000000005,4.1762500000000005,5.0,0.83525,0,0,0,0,4218.595297713691,42.185952977136914,7471.342816771771,664.8723356693467,78.989221868904,193.67458866544783
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,56,8,1,0,234.7346871415797,235.70241116380336,235.70241116380336,234.7346871415797,True,100,16,0.16,234.7346871415797,234.7346871415797,0.0,14.563106796116504,14.563106796116504,37.89473684210527,36.0,0.384304207119741,3.9325,3.9325,5.0,0.7865,0,0,0,0,4227.983919786229,42.279839197862294,7521.598429520361,622.9503085841491,74.90184502251533,176.04467805519047
