config_hash,task_pool_id,wireless_index,wireless_seed,resource_scenario,workload_capacity_fraction,memory_available_gb_config,algorithm_seed,algorithm,strategy_bits
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,abundant,1.0,13.0,20261738,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,abundant,1.0,13.0,20261738,qdp_oracle,0010010001000001000000000000000000000000000100101000000100000000000010110000001000000000001101000011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,wa_mcbr,0010010001000001000000000000000000000000000000101000000000000000000010110000001000000000001101000011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,wa_mcbr_swap,0010010001000000000000000000000000000000000000101000000100000000000010110000001000000000001101000011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,capacity_greedy,0010000001000000000000000010000000000000000000101000100000000000000010110000000000000000001101000010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,lagrangian_relaxation,1010010001000001000000000000000000000000000100101000000100000000000010110000001000010000001101010011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,legacy_count_br,1100110000100011000000000000000001000000000000001000010000000000110010110001001001000000001000000001
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,random_feasible,0110100001000011000000000000000001000000000000100000010110000000000010010001001000010000001100000011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,moderate,0.6,5.0,20261738,qdp_oracle,0010010001000000000000000000000000000000000000101000000100000000000010110000001000000000001101000011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,wa_mcbr,1000010000000001000000000000000000000000000000001000010000000000000010100000000000000000000000000001
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,wa_mcbr_swap,0000000001000000000000000000000000000000000000001000000010000000000010010000000000000000001100000010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,capacity_greedy,0000000001000000000000000010000000000000000000000000100000000000000000010000000000000000001100000010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,lagrangian_relaxation,0010000001000000000000000000000000000000000000001000000000000000000010010000000000000000001100000010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,legacy_count_br,1000010000000001000000000000000000000000000000001000010000000000000010100000000000000000000000000001
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,random_feasible,0010000001000000000000000000000000000000000000100000000000000000000010010000000000000000001100000010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,9,20271602,highly_constrained,0.3,2.0,20261738,qdp_oracle,0000000001000000000000000000000000000000000000001000000000000000000010010000000000000000001100000010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,wa_mcbr,1000100010000100001100100100000000000000100001000000000000001000001100001110000000000000000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,wa_mcbr_swap,1000101010000100001100100100000000000000100000000000000000011000001100001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,capacity_greedy,1000000000000100001000000100000000000000000001100000000000001000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,lagrangian_relaxation,0000101000000000001000000100000000000010000001100000000000001000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,legacy_count_br,1000101010000101001100101000100001000010100000000000000000111000001110001111000000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,random_feasible,1100111000101010101001010100001010100010101110101010100001110000111110100110011011110100110001011010
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,abundant,1.0,13.0,20262729,qdp_oracle,1000101010000100001100100000000000000010100000000000000000011000001100001110000000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,wa_mcbr,1000000010000100001000100100000000000000000001100000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,wa_mcbr_swap,1000100000000100001000000100000000000000100001100000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,capacity_greedy,1000000000000000001000000100000000000000000001100000000000001000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,lagrangian_relaxation,1000101010000101001100100000100000000010100000000000000000111000001100001110000000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,legacy_count_br,1000101010000101001000101000100001000010100000000000000000110000001010001110000000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,random_feasible,1100101000001000001000000100000000000010101010000000000000110000011110000110000000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,moderate,0.6,5.0,20262729,qdp_oracle,1000101010000100001000000100000000000000100001000000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,wa_mcbr,0000000000000100000000100000000000000010000000100000000000010000001000000010000000000000000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,wa_mcbr_swap,0000000000000000001000000000000000000000000001100000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,capacity_greedy,0000000000000000000000000100000000000000000001100000000000000000100000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,lagrangian_relaxation,0000001000000000000000000000000000000000000001100000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,legacy_count_br,0000000000000100000000100000000000000010000000100000000000010000001000000010000000000000000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,random_feasible,1000101000000000001000000000000000000010100000000000000000000000001000000110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,0,20280729,highly_constrained,0.3,2.0,20262729,qdp_oracle,0000000000000000001000000000000000000000000001100000000000000000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,wa_mcbr,1000101000001101000000100000000000000000000001000000000000101000001100001110010000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,wa_mcbr_swap,1000101000001101000000100000000000000000000001000000000000101000001100001110010000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,capacity_greedy,1000101000001101000000100000000000000000000001000000000000101000001100001110010000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,lagrangian_relaxation,0000001000000000000000000000000000000000000001000000000000001000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,legacy_count_br,1100101010001101000101101000000000000000100001000000100000101010001110001111010000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,random_feasible,0101101010101100101101011010001111001000110011100001100001101100000111100111000100101001111111010011
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,abundant,1.0,13.0,20262730,qdp_oracle,1000101000001101000000100000000000000000000001000000000000101000001100001110010000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,wa_mcbr,1000101000001100000000100000000000000000000001000000000000001000001100001110010000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,wa_mcbr_swap,1000101000001100000000100000000000000000000001000000000000001000001100001110010000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,capacity_greedy,1000101000001100000000100000000000000000000001000000000000001000001100001110010000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,lagrangian_relaxation,1000101000001101000100100000000000000000100001000000000000101010001100001110010000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,legacy_count_br,1000000000001100000001010000000001000001100001000000100000010010001010001110010000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,random_feasible,0100101010001100000101000000000000000000100001000000100000101000000110000111000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,moderate,0.6,5.0,20262730,qdp_oracle,1000101000001100000000100000000000000000000001000000000000001000001100001110010000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,wa_mcbr,1000000000001000000000000000000000000000100001000000100000000000000000000000010000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,wa_mcbr_swap,1000000000000000000000100000000000000000000001000000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,capacity_greedy,1000000000000000000000100000000000000000000001000000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,lagrangian_relaxation,0000001000000000000000100000000000000000000001000000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,legacy_count_br,1000000000001000000000000000000000000000100001000000100000000000000000000000010000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,random_feasible,0000101000000000000000000000000000000000100001000000000000001000000000000110000000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,1,20280826,highly_constrained,0.3,2.0,20262730,qdp_oracle,0000000000000000000000100000000000000000000001000000000000001000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,wa_mcbr,0000100000001000000010100100000000000010000001000000000000010000001100001110010000000001000000010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,wa_mcbr_swap,0000100000001000000010100000000000000010000001000000000000010000001100001110010000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,capacity_greedy,0000000000001000000010100100000000000000000001000000000000010000101100001110000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,lagrangian_relaxation,0000000000000000000000000000000000000000000001110000000000000000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,legacy_count_br,1000101000001100000111100000100000000010000001000000000000010010001110011011010000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,random_feasible,1101100010001100100010110110101101111010100111010010100010111011000001010100011100010001010111011100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,abundant,1.0,13.0,20262731,qdp_oracle,0000100000001000000010100000000000000010000001000000000000010000001100001110010000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,wa_mcbr,0000100000001000000010100100000000000010000001000000000000010000001000001110000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,wa_mcbr_swap,0000000000001000000010100100000000000010000001000000000000010000001100001110000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,capacity_greedy,0000000000001000000010100100000000000000000001000000000000000000101000001110000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,lagrangian_relaxation,0000100000001000000110100000100000000010000001000000000000010000001100011110010000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,legacy_count_br,1000100000011100000100100100000001000010000001000000000000010010001001001000000000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,random_feasible,1000100000001100000010100000100001000010000001000000100000010010000000010100010000000001000001010100
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,moderate,0.6,5.0,20262731,qdp_oracle,0000000000001000000010100100000000000010000001000000000000010000001100001110000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,wa_mcbr,0000101000000000000000100100000000000010000001000000000000000000000000000000000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,wa_mcbr_swap,0000100000000000000010000100000000000000000001000000000000000000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,capacity_greedy,0000000000000000000000000100000000000000000001000000000000000000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,lagrangian_relaxation,0000001000000000000010000100000000000000000001000000000000000000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,legacy_count_br,0000101000000000000000100100000000000010000001000000000000000000000000000000000000000001000000010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,random_feasible,0000100000000000000010100000000000000010000001000000000000000000000000000100000000000000000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,2,20280923,highly_constrained,0.3,2.0,20262731,qdp_oracle,0000100000000000000000000100000000000000000001000000000000000000001000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,wa_mcbr,1000100000001100000000100000000000000000101000010000000000001000001100001110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,wa_mcbr_swap,1000100000001100000000100000000000000000101000010000000000001000001100001110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,capacity_greedy,1000000000000100000000100000000000000000101001010000000000000000101000001110000000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,lagrangian_relaxation,0000001000000000000000000000000000000000000001010000000000000000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,legacy_count_br,1000101010011101000000100000000001000000101000010001100000011000001100011110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,random_feasible,0111101000000101101001001111011010011000100110001000111100000000000101010001100101101100000001111001
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,abundant,1.0,13.0,20262732,qdp_oracle,1000100000001100000000100000000000000000101000010000000000001000001100001110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,wa_mcbr,1000100000001100000000100000000000000000101000010000000000000000001100001110000000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,wa_mcbr_swap,1000100000001100000000100000000000000000101000010000000000000000001000001110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,capacity_greedy,1000000000000000000000100000000000000000101001010000000000000000101000001110000000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,lagrangian_relaxation,1000101000011100000000100000000000000000101000010000100000001000001100011110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,legacy_count_br,0000001000011101000100101000000001000000000000000001100000011000001101011010000000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,random_feasible,0100101000000101101001001010000000000000100100000000100000000000000101010001000000000000000001011000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,all_local,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,all_offload,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,moderate,0.6,5.0,20262732,qdp_oracle,1000100000001100000000100000000000000000101000010000000000000000001000001110000000000001000001010000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,highly_constrained,0.3,2.0,20262732,wa_mcbr,0000001000001000000000000000000000000010000000000000100000001000000000001010000000000001000001000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,highly_constrained,0.3,2.0,20262732,wa_mcbr_swap,1000100000000000000000100000000000000000100000000000000000000000001000001110000000000001000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,highly_constrained,0.3,2.0,20262732,capacity_greedy,0000000000000000000000000000000000000000000001010000000000000000101000001110000000000000000000000000
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,2,3,20281020,highly_constrained,0.3,2.0,20262732,lagrangian_relaxation,1000001000000000000000000000000000000000000001010000000000000000001000001110000000000000000000000000
