config_hash,n_nodes,wireless_index,wireless_seed,algorithm,updates,changes,runtime_seconds,signaling_total_bytes,full_single_flip_pass,k_offload,offload_rate,decision_objective,public_objective_J,barrier_penalty,estimated_workload,true_workload,workload_capacity,workload_limit,workload_utilization,estimated_memory_gb,true_memory_gb,memory_available_gb,memory_utilization,estimated_workload_violation,estimated_memory_violation,true_workload_violation,true_memory_violation,total_end_to_end_delay_seconds,mean_end_to_end_delay_seconds,total_device_energy_j,mean_tx_time_ms_offloaded,mean_tx_energy_mj_offloaded,queue_delay_ms_per_offloaded_task
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,5,21461214,wa_mcbr,110,16,0.005457584047690034,12980,True,11,0.36666666666666664,69.42843290498169,69.42843290498169,0.0,10.436893203883495,10.436893203883495,60.0,57.0,0.1739482200647249,2.6325,2.6325,13.0,0.20249999999999999,0,0,0,0,1135.6990045648754,37.85663348549585,1829.2518772116782,409.0832215063378,41.0797465162045,72.64446620959842
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,5,21461214,legacy_count_br,67,10,0.0006148340180516243,0,False,13,0.43333333333333335,70.30044538513225,70.30044538513225,0.0,12.135922330097086,12.135922330097086,60.0,57.0,0.20226537216828477,3.1199999999999997,3.1199999999999997,13.0,0.23999999999999996,0,0,0,0,1119.5847518476505,37.31949172825502,1746.7132102411458,500.05502588418847,54.862326241982146,83.38742393509128
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,6,21461311,wa_mcbr,265,25,0.012812333065085113,31270,True,11,0.36666666666666664,68.91539335805636,68.91539335805636,0.0,10.436893203883495,10.436893203883495,60.0,57.0,0.1739482200647249,2.7137499999999997,2.7137499999999997,13.0,0.20874999999999996,0,0,0,0,1082.4137312571395,36.080457708571316,1581.109796633067,583.1492844394517,64.52696664243263,72.64446620959842
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,6,21461311,legacy_count_br,117,18,0.00090170803014189,0,False,16,0.5333333333333333,72.12434436114401,72.12434436114401,0.0,15.29126213592233,15.29126213592233,60.0,57.0,0.25485436893203883,4.01375,4.01375,13.0,0.30874999999999997,0,0,0,0,992.3487915147047,33.07829305049015,1132.0691819031688,966.2945836755504,104.32386894804797,105.50488599348535
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,7,21461408,wa_mcbr,124,23,0.006446834071539342,14632,True,11,0.36666666666666664,67.72025905273149,67.72025905273149,0.0,10.679611650485437,10.679611650485437,60.0,57.0,0.17799352750809064,2.71375,2.71375,13.0,0.20875000000000002,0,0,0,0,1076.9949623187517,35.89983207729173,1559.3790083345766,525.4081707097265,52.637121325147376,74.13385826771653
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,7,21461408,legacy_count_br,122,19,0.0009680000366643071,0,False,15,0.5,68.97615018046824,68.97615018046824,0.0,14.563106796116504,14.563106796116504,60.0,57.0,0.24271844660194172,3.6887499999999998,3.6887499999999998,13.0,0.28375,0,0,0,0,1038.8038466363043,34.62679488787681,1365.4126530647707,673.4615706254233,67.51020431805993,100.12820512820512
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,8,21461505,wa_mcbr,184,24,0.00875050004106015,21712,True,11,0.36666666666666664,68.12451362423963,68.12451362423963,0.0,10.194174757281553,10.194174757281553,60.0,57.0,0.16990291262135923,2.6325,2.6325,13.0,0.20249999999999999,0,0,0,0,1074.9995405020172,35.833318016733905,1548.6466621249383,565.1522731764841,58.78746590350794,71.16959064327486
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,8,21461505,legacy_count_br,104,15,0.0007508330745622516,0,False,16,0.5333333333333333,69.60813617575829,69.60813617575829,0.0,15.04854368932039,15.04854368932039,60.0,57.0,0.25080906148867316,3.8512500000000003,3.8512500000000003,13.0,0.29625,0,0,0,0,1010.0271068103353,33.667570227011176,1225.2730072668612,773.0008711103213,79.5629541788189,103.69330453563715
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,9,21461602,wa_mcbr,163,25,0.007787207956425846,19234,True,12,0.4,67.92145085035955,67.92145085035955,0.0,11.650485436893202,11.650485436893202,60.0,57.0,0.19417475728155337,2.9575,2.9575,13.0,0.2275,0,0,0,0,1083.6741602542597,36.12247200847533,1588.1925849880192,492.6057239995716,49.382082334951065,80.24096385542168
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,30,9,21461602,legacy_count_br,103,17,0.0007444999646395445,0,False,16,0.5333333333333333,69.57408588203167,69.57408588203167,0.0,15.29126213592233,15.29126213592233,60.0,57.0,0.25485436893203883,3.9325,3.9325,13.0,0.3025,0,0,0,0,1038.0545118705877,34.60181706235292,1358.324558171758,672.9021059182396,70.2848857348749,105.50488599348535
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,50,0,21660729,wa_mcbr,474,37,0.023464165977202356,55932,True,14,0.28,115.17349255649854,115.17349255649854,0.0,12.864077669902912,12.864077669902912,60.0,57.0,0.21440129449838186,3.3637499999999996,3.3637499999999996,13.0,0.25875,0,0,0,0,1862.859818655673,37.25719637311346,3114.6951965633434,473.1869879842839,49.65689738165198,88.22863027806385
