config_hash,task_pool_id,wireless_index,wireless_seed,resource_scenario,workload_capacity_fraction,memory_available_gb_config,algorithm_seed,quantized_objective,continuous_objective_of_quantized_strategy,k_offload,delta_q,delta_v_gb,states_created,states_pruned,pruning_rate,peak_live_states,peak_python_memory_mb,runtime_seconds,claim
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,4,20311117,highly_constrained,0.3,2.0,20265733,266.3667341618859,266.3354951236494,8,0.1,0.1,11064,8474,0.7659074475777295,67,0.020792007446289062,0.3117760840104893,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,5,20311214,abundant,1.0,13.0,20265734,251.2793951041497,251.18913133451636,21,0.1,0.1,369471,216141,0.5850012585561519,550,0.17305278778076172,9.047493000049144,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,5,20311214,moderate,0.6,5.0,20265734,253.49580121123827,253.37794947533288,17,0.1,0.1,66128,46281,0.6998699491894508,226,0.05326652526855469,1.6562317919451743,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,5,20311214,highly_constrained,0.3,2.0,20265734,265.980347613776,265.9491085755395,8,0.1,0.1,11491,8418,0.7325733182490645,63,0.020406723022460938,0.40239191707223654,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,6,20311311,abundant,1.0,13.0,20265735,256.6447783414952,256.56794458278335,19,0.1,0.1,407808,225272,0.5523972065285625,566,0.20456886291503906,10.44921895803418,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,6,20311311,moderate,0.6,5.0,20265735,258.471088206314,258.36216745799624,16,0.1,0.1,67816,47775,0.7044797687861272,284,0.06297111511230469,1.8110995000461116,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,6,20311311,highly_constrained,0.3,2.0,20265735,267.1645857252379,267.13334668700134,8,0.1,0.1,11178,8511,0.761406333870102,76,0.022291183471679688,0.33026187494397163,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,7,20311408,abundant,1.0,13.0,20265736,255.89036199739124,255.82327612125246,19,0.1,0.1,413094,241886,0.5855471151844375,693,0.27017784118652344,10.249263999983668,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,7,20311408,moderate,0.6,5.0,20265736,257.786735573982,257.6825877489543,16,0.1,0.1,69397,49513,0.7134746458780639,334,0.07647132873535156,1.7858414159854874,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,7,20311408,highly_constrained,0.3,2.0,20265736,267.2175113484701,267.19017719001323,7,0.1,0.1,11280,8597,0.762145390070922,74,0.022581100463867188,0.33682195900473744,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,8,20311505,abundant,1.0,13.0,20265737,253.49112681893368,253.40745133411065,22,0.1,0.1,342604,200792,0.586076052818998,483,0.1314830780029297,8.119259333936498,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,8,20311505,moderate,0.6,5.0,20265737,255.66376797192632,255.5255925903038,18,0.1,0.1,62808,44550,0.7093045471914405,227,0.05555248260498047,1.5603072919184342,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,8,20311505,highly_constrained,0.3,2.0,20265737,265.68097869844803,265.6497396602116,8,0.1,0.1,11344,8532,0.7521156558533145,69,0.021532058715820312,0.32432025007437915,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,9,20311602,abundant,1.0,13.0,20265738,252.7304457050273,252.65093013284752,19,0.1,0.1,409185,221513,0.5413517113286166,570,0.1990985870361328,10.057321249973029,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,9,20311602,moderate,0.6,5.0,20265738,254.65959823662644,254.50830318524254,17,0.1,0.1,69957,47797,0.6832339865917635,259,0.05962181091308594,1.8184419579338282,quantized_global_optimum_not_continuous_global_optimum
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,5,9,20311602,highly_constrained,0.3,2.0,20265738,265.52200802677754,265.49467386832066,7,0.1,0.1,11829,8712,0.7364950545270099,89,0.02471446990966797,0.3382525419583544,quantized_global_optimum_not_continuous_global_optimum
