gmt_create,predict_type,predict_status,exec_time_seconds,groupId,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,num_lora,source_row,source_date,task_pool_id,task_index,task_uid
2024-11-28 17:54:27,TXT_2_IMG,SUCCEED,34.0,G0146,207.0,0.0,1.0,30.0,M0001,1,12096,2024-11-28,3,50,pool03-task050
2024-11-28 17:56:16,TXT_2_IMG,SUCCEED,40.0,G1413,9.0,26.0,2.0,40.0,M0001,0,12107,2024-11-28,3,51,pool03-task051
2024-11-28 17:56:57,TXT_2_IMG,SUCCEED,23.0,G2042,25.0,26.0,8.0,76.0,M0004,0,12109,2024-11-28,3,52,pool03-task052
2024-11-28 17:57:06,IMG_2_IMG,SUCCEED,14.0,G2041,3.0,0.0,1.0,30.0,M0001,0,12110,2024-11-28,3,53,pool03-task053
2024-11-28 18:04:15,IMG_2_IMG,SUCCEED,8.0,G0432,30.0,64.0,1.0,30.0,M0004,0,12139,2024-11-28,3,54,pool03-task054
2024-11-28 18:07:25,TXT_2_IMG,SUCCEED,17.0,G2044,115.0,0.0,1.0,30.0,M0004,0,12155,2024-11-28,3,55,pool03-task055
2024-11-28 18:16:08,TXT_2_IMG,SUCCEED,17.0,G2051,85.0,26.0,1.0,30.0,M0000,0,12190,2024-11-28,3,56,pool03-task056
2024-11-28 18:20:34,TXT_2_IMG,SUCCEED,27.0,G2005,4.0,26.0,1.0,30.0,M0015,0,12211,2024-11-28,3,57,pool03-task057
2024-11-28 18:32:35,TXT_2_IMG,SUCCEED,18.0,G1922,52.0,26.0,2.0,30.0,M0002,0,12275,2024-11-28,3,58,pool03-task058
2024-11-28 18:35:40,IMG_2_IMG,SUCCEED,58.0,G1560,1.0,62.0,1.0,30.0,M0028,0,12290,2024-11-28,3,59,pool03-task059
2024-11-28 18:38:05,IMG_2_IMG,SUCCEED,49.0,G1560,1.0,62.0,1.0,30.0,M0028,0,12293,2024-11-28,3,60,pool03-task060
2024-11-28 18:41:42,TXT_2_IMG,SUCCEED,21.0,G2073,65.0,26.0,4.0,30.0,M0002,0,12300,2024-11-28,3,61,pool03-task061
2024-11-28 18:42:52,TXT_2_IMG,SUCCEED,35.0,G0146,45.0,0.0,8.0,30.0,M0001,1,12305,2024-11-28,3,62,pool03-task062
2024-11-28 18:44:44,IMG_2_IMG,SUCCEED,13.0,G1391,6.0,0.0,1.0,30.0,M0001,0,12313,2024-11-28,3,63,pool03-task063
2024-11-28 18:49:04,IMG_2_IMG,SUCCEED,12.0,G1560,2.0,62.0,1.0,30.0,M0027,0,12325,2024-11-28,3,64,pool03-task064
2024-11-28 19:36:56,TXT_2_IMG,SUCCEED,13.0,G1560,36.0,62.0,1.0,30.0,M0027,0,12384,2024-11-28,3,65,pool03-task065
2024-11-28 19:41:04,TXT_2_IMG,SUCCEED,10.0,G1560,36.0,62.0,1.0,30.0,M0027,0,12388,2024-11-28,3,66,pool03-task066
2024-11-28 20:14:59,TXT_2_IMG,SUCCEED,82.0,G0389,23.0,0.0,8.0,30.0,M0003,1,12406,2024-11-28,3,67,pool03-task067
2024-11-28 20:43:11,TXT_2_IMG,SUCCEED,34.0,G0601,14.0,26.0,2.0,40.0,M0001,0,12445,2024-11-28,3,68,pool03-task068
2024-11-28 20:53:15,IMG_2_IMG,SUCCEED,22.0,G2096,67.0,3.0,1.0,30.0,M0015,2,12483,2024-11-28,3,69,pool03-task069
2024-11-28 20:59:46,TXT_2_IMG,SUCCEED,16.0,G2107,48.0,26.0,1.0,30.0,M0000,0,12511,2024-11-28,3,70,pool03-task070
2024-11-28 21:28:02,TXT_2_IMG,SUCCEED,20.0,G2128,53.0,26.0,1.0,30.0,M0014,0,12587,2024-11-28,3,71,pool03-task071
2024-11-28 21:30:06,IMG_2_IMG,SUCCEED,14.0,G1719,62.0,26.0,1.0,30.0,M0033,0,12601,2024-11-28,3,72,pool03-task072
2024-11-28 21:31:27,IMG_2_IMG,SUCCEED,8.0,G1719,63.0,26.0,1.0,30.0,M0033,0,12611,2024-11-28,3,73,pool03-task073
2024-11-28 21:47:11,TXT_2_IMG,SUCCEED,24.0,G2146,49.0,26.0,1.0,30.0,M0002,0,12697,2024-11-28,3,74,pool03-task074
2024-11-28 21:47:15,TXT_2_IMG,SUCCEED,20.0,G2119,48.0,26.0,1.0,30.0,M0000,0,12698,2024-11-28,3,75,pool03-task075
2024-11-28 21:53:25,TXT_2_IMG,SUCCEED,14.0,G2152,56.0,26.0,4.0,30.0,M0002,0,12736,2024-11-28,3,76,pool03-task076
2024-11-28 21:55:34,TXT_2_IMG,SUCCEED,24.0,G2146,5.0,26.0,1.0,30.0,M0044,0,12747,2024-11-28,3,77,pool03-task077
2024-11-28 21:57:11,TXT_2_IMG,SUCCEED,24.0,G2156,56.0,26.0,8.0,30.0,M0010,0,12755,2024-11-28,3,78,pool03-task078
2024-11-28 22:21:25,IMG_2_IMG,SUCCEED,22.0,G2149,90.0,26.0,4.0,30.0,M0004,1,12866,2024-11-28,3,79,pool03-task079
2024-11-28 22:24:20,TXT_2_IMG,SUCCEED,11.0,G1776,59.0,26.0,1.0,30.0,M0002,0,12881,2024-11-28,3,80,pool03-task080
2024-11-28 22:25:51,TXT_2_IMG,SUCCEED,11.0,G2181,46.0,26.0,1.0,30.0,M0002,0,12887,2024-11-28,3,81,pool03-task081
2024-11-28 22:33:25,TXT_2_IMG,SUCCEED,19.0,G2186,266.0,26.0,1.0,30.0,M0004,0,12917,2024-11-28,3,82,pool03-task082
2024-11-28 22:34:09,TXT_2_IMG,SUCCEED,13.0,G2178,61.0,28.0,1.0,30.0,M0004,0,12921,2024-11-28,3,83,pool03-task083
2024-11-28 22:34:10,TXT_2_IMG,SUCCEED,18.0,G2183,13.0,28.0,1.0,30.0,M0016,0,12922,2024-11-28,3,84,pool03-task084
2024-11-28 22:36:31,TXT_2_IMG,SUCCEED,15.0,G2189,61.0,26.0,1.0,30.0,M0002,0,12928,2024-11-28,3,85,pool03-task085
2024-11-28 22:37:41,TXT_2_IMG,SUCCEED,15.0,G1957,57.0,26.0,1.0,30.0,M0002,0,12936,2024-11-28,3,86,pool03-task086
2024-11-28 22:39:37,TXT_2_IMG,SUCCEED,16.0,G2183,76.0,28.0,1.0,30.0,M0026,0,12947,2024-11-28,3,87,pool03-task087
2024-11-28 22:47:02,TXT_2_IMG,SUCCEED,20.0,G2183,74.0,28.0,1.0,30.0,M0015,0,12981,2024-11-28,3,88,pool03-task088
2024-11-28 22:47:18,TXT_2_IMG,SUCCEED,22.0,G2192,35.0,26.0,1.0,30.0,M0002,0,12982,2024-11-28,3,89,pool03-task089
2024-11-28 22:56:39,TXT_2_IMG,SUCCEED,23.0,G2183,74.0,28.0,1.0,30.0,M0020,0,13011,2024-11-28,3,90,pool03-task090
2024-11-28 23:06:28,TXT_2_IMG,SUCCEED,20.0,G2206,52.0,26.0,1.0,30.0,M0002,0,13032,2024-11-28,3,91,pool03-task091
2024-11-28 23:12:25,TXT_2_IMG,SUCCEED,17.0,G2211,63.0,26.0,1.0,30.0,M0002,0,13047,2024-11-28,3,92,pool03-task092
2024-11-28 23:16:33,TXT_2_IMG,SUCCEED,23.0,G2214,49.0,26.0,1.0,30.0,M0002,0,13061,2024-11-28,3,93,pool03-task093
2024-11-28 23:17:05,TXT_2_IMG,SUCCEED,18.0,G2216,58.0,26.0,2.0,30.0,M0010,0,13065,2024-11-28,3,94,pool03-task094
2024-11-28 23:22:51,TXT_2_IMG,SUCCEED,22.0,G0264,9.0,26.0,1.0,30.0,M0026,0,13087,2024-11-28,3,95,pool03-task095
2024-11-28 23:24:14,TXT_2_IMG,SUCCEED,22.0,G0264,11.0,26.0,1.0,30.0,M0026,0,13093,2024-11-28,3,96,pool03-task096
2024-11-28 23:43:12,TXT_2_IMG,SUCCEED,27.0,G2202,57.0,26.0,2.0,30.0,M0000,0,13163,2024-11-28,3,97,pool03-task097
2024-11-28 23:50:51,TXT_2_IMG,SUCCEED,20.0,G2237,62.0,26.0,1.0,30.0,M0002,0,13197,2024-11-28,3,98,pool03-task098
2024-11-28 23:59:18,TXT_2_IMG,SUCCEED,23.0,G2243,19.0,26.0,1.0,30.0,M0004,0,13215,2024-11-28,3,99,pool03-task099
