config_hash,task_pool_id,wireless_index,wireless_seed,workload_capacity_fraction,memory_available_gb_config,memory_mode,algorithm,strategy_bits,strategy_feasible_estimated,raw_strategy_quantized_feasible,raw_strategy_quantized_objective,quantized_projected_strategy_bits,quantized_projection_change_rate,projected_strategy_quantized_objective,quantized_oracle_objective,quantized_oracle_gap_percent,runtime_seconds,updates,changes,swaps,full_single_flip_pass,signaling_payload_bytes,signaling_header_bytes,signaling_total_bytes,n_nodes,k_offload,offload_rate,decision_objective,public_objective_J,barrier_penalty,estimated_workload,true_workload,workload_capacity,workload_limit,workload_utilization,estimated_memory_gb,true_memory_gb,memory_available_gb,memory_utilization,estimated_workload_violation,estimated_memory_violation,true_workload_violation,true_memory_violation,total_end_to_end_delay_seconds,mean_end_to_end_delay_seconds,total_device_energy_j,mean_tx_time_ms_offloaded,mean_tx_energy_mj_offloaded,queue_delay_ms_per_offloaded_task,rejections_workload,rejections_memory,rejections_cost
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.2,5.0,soft,wa_mcbr_soft,0000000001000000001000000000000000010000000000000010010000000000000000000000010000000000000100000000,1,1,234.93346634101536,0000000001000000001000000000000000010000000000000010010000000000000000000000010000000000000100000000,0.0,234.93346634101536,,,0.11752816697116941,1056,17,0,True,40128,84480,124608,100,7,0.07,234.73826098012336,234.69616353786722,0.04209744225612295,6.067961165048544,6.067961165048544,12.631578947368421,12.0,0.4803802588996764,1.69,1.69,5.0,0.33799999999999997,0,0,0,0,4336.001669188964,43.36001669188964,8042.743725491977,434.8316825028451,49.10364171100863,251.12105877773456,0,0,93
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.2,5.0,none,wa_mcbr_none,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,1,1,234.89914910929357,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,0.0,234.89914910929357,,,0.15684020798653364,1172,17,0,True,44536,93760,138296,100,7,0.07,234.66184630614543,234.66184630614543,0.0,6.067961165048544,6.067961165048544,12.631578947368421,12.0,0.4803802588996764,1.69,1.69,5.0,0.33799999999999997,0,0,0,0,4311.504797008455,43.115047970084554,7927.65410481924,592.4213710015567,64.87211703416585,251.12105877773456,0,0,93
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.2,13.0,hard,wa_mcbr_hard,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,1,1,234.89914910929357,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,0.0,234.89914910929357,234.89914910929355,1.209953698775639e-14,0.06704212503973395,1172,17,0,True,44536,93760,138296,100,7,0.07,234.66184630614543,234.66184630614543,0.0,6.067961165048544,6.067961165048544,12.631578947368421,12.0,0.4803802588996764,1.69,1.69,13.0,0.13,0,0,0,0,4311.504797008455,43.115047970084554,7927.65410481924,592.4213710015567,64.87211703416585,251.12105877773456,0,0,93
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.2,13.0,soft,wa_mcbr_soft,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,1,1,234.89914910929357,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,0.0,234.89914910929357,,,0.1379631250165403,1172,17,0,True,44536,93760,138296,100,7,0.07,234.66981871737158,234.66184630614543,0.007972411226143332,6.067961165048544,6.067961165048544,12.631578947368421,12.0,0.4803802588996764,1.69,1.69,13.0,0.13,0,0,0,0,4311.504797008455,43.115047970084554,7927.65410481924,592.4213710015567,64.87211703416585,251.12105877773456,0,0,93
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.2,13.0,none,wa_mcbr_none,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,1,1,234.89914910929357,0000000001000000001000000000000000010000000000000010100000000000000000000000010000000000000100000000,0.0,234.89914910929357,,,0.10930487501900643,1172,17,0,True,44536,93760,138296,100,7,0.07,234.66184630614543,234.66184630614543,0.0,6.067961165048544,6.067961165048544,12.631578947368421,12.0,0.4803802588996764,1.69,1.69,13.0,0.13,0,0,0,0,4311.504797008455,43.115047970084554,7927.65410481924,592.4213710015567,64.87211703416585,251.12105877773456,0,0,93
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,1.5,hard,wa_mcbr_hard,0000000000000000001000000000000000000000000000000010010000000000000000101000000000000000000100000000,1,0,inf,0000000000000000001000000000000000000000000000000010010000000000000000001000000000000000000100000000,0.01,235.85606186859044,235.22195446589222,0.26957832407185744,0.005652416963130236,100,0,0,True,3800,8000,11800,100,6,0.06,235.0002182495784,235.0002182495784,0.0,5.58252427184466,5.58252427184466,25.263157894736842,24.0,0.2209749190938511,1.4949999999999999,1.4949999999999999,1.5,0.9966666666666666,0,0,0,0,4381.79628919463,43.8179628919463,8258.639644150448,341.80093613390426,39.94069174129091,90.91392963780345,0,94,0
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,1.5,soft,wa_mcbr_soft,0010000000000000000000000000000000000000100000000010000000000000000000000000001000000000000000000000,1,1,238.29565129519065,0010000000000000000000000000000000000000100000000010000000000000000000000000001000000000000000000000,0.0,238.29565129519065,,,0.03639333299361169,456,25,0,True,17328,36480,53808,100,4,0.04,238.97652328076646,238.2821304328993,0.6943928478671761,4.368932038834951,4.368932038834951,25.263157894736842,24.0,0.17293689320388347,1.1375,1.1375,1.5,0.7583333333333333,0,0,0,0,4466.86410903891,44.6686410903891,8647.32688320258,243.7528650098476,31.720800644918093,72.27439471753485,0,0,96
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,1.5,none,wa_mcbr_none,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,0,inf,0000000001000000001000000000000000010000000000000010000000000000000000000000000000000000000100000000,0.07,235.7579651682884,,,0.07576975005213171,923,37,0,True,35074,73840,108914,100,12,0.12,231.7505387690974,231.7505387690974,0.0,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,1.5,1.9933333333333332,0,1,0,1,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,2.0,hard,wa_mcbr_hard,0010000000000000001000000000000000000000000000001010010000000000000000101000000000000000000100000000,1,0,inf,0000000000000000001000000000000000000000000000000010010000000000000000101000000000000000000100000000,0.02,235.03178821891115,233.65024012892286,0.5912889664594306,0.005678457906469703,100,0,0,True,3800,8000,11800,100,8,0.08,233.94497067511895,233.94497067511895,0.0,7.524271844660195,7.524271844660195,25.263157894736842,24.0,0.29783576051779936,1.9825,1.9825,2.0,0.99125,0,0,0,0,4337.919748540373,43.37919748540373,8053.575296746699,413.9265107988274,46.91209333741886,126.04205674780356,0,92,0
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,2.0,soft,wa_mcbr_soft,0000000001000000001000000000000000010000000000000010000000000000000000000000010000000000000100000000,1,1,234.50105488662493,0000000001000000001000000000000000010000000000000010000000000000000000000000010000000000000100000000,0.0,234.50105488662493,,,0.05350124998949468,469,29,0,True,17822,37520,55342,100,6,0.06,235.24865018977565,234.46274488718672,0.7859053025889411,5.097087378640777,5.097087378640777,25.263157894736842,24.0,0.20175970873786409,1.44625,1.44625,2.0,0.723125,0,0,0,0,4359.089626585039,43.59089626585039,8154.2936729779985,431.7488626147192,48.94549633308176,83.18890155834283,0,0,94
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,2.0,none,wa_mcbr_none,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,0,inf,0000000001000000001000000000000000010000000000000010010000000000000000000000000000000000001100000000,0.05,233.92110041279287,,,0.05963208305183798,923,37,0,True,35074,73840,108914,100,12,0.12,231.7505387690974,231.7505387690974,0.0,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,2.0,1.4949999999999999,0,1,0,1,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,3.0,hard,wa_mcbr_hard,0000000001000000001000000000000000010000000000000010010000000000000000111000010000000000001100000000,1,0,inf,0000000001000000001000000000000000010000000000000010010000000000000000110000010000000000001100000000,0.01,231.9454894560227,231.9454894560227,0.0,0.02278479200322181,440,15,0,True,16720,35200,51920,100,11,0.11,231.71714190372958,231.71714190372958,0.0,10.194174757281553,10.194174757281553,25.263157894736842,24.0,0.40351941747572817,2.7462499999999994,2.7462499999999994,3.0,0.9154166666666664,0,0,0,0,4231.331194184955,42.31331194184955,7557.062715766818,550.0743441977488,60.246887892453366,189.12512716174976,0,31,58
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,3.0,soft,wa_mcbr_soft,0000000001000000001000000000000000010000000000000010010000000000000000001000010000000000000100000000,1,1,233.1396301120354,0000000001000000001000000000000000010000000000000010010000000000000000001000010000000000000100000000,0.0,233.1396301120354,,,0.03604604199063033,454,33,0,True,17252,36320,53572,100,8,0.08,233.6266715551997,233.06765167067522,0.5590198845244834,7.038834951456311,7.038834951456311,25.263157894736842,24.0,0.2786205501618123,1.9337499999999999,1.9337499999999999,3.0,0.6445833333333333,0,0,0,0,4302.643298315847,43.026432983158465,7891.655065013353,513.8540390952608,56.88312666913682,116.55825038553203,0,0,92
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,3.0,none,wa_mcbr_none,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,0,inf,0001000001000000001000000000000000010000000000000010010000000000000000110000000000000000001100000000,0.02,232.0992687260902,,,0.07256037497427315,923,37,0,True,35074,73840,108914,100,12,0.12,231.7505387690974,231.7505387690974,0.0,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,3.0,0.9966666666666666,0,0,0,0,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,5.0,hard,wa_mcbr_hard,0000000001000000001000000000000000010000000000000010010000000000000000111000010000000000001100000000,1,1,231.910258954732,0000000001000000001000000000000000010000000000000010010000000000000000111000010000000000001100000000,0.0,231.910258954732,231.82385357967573,0.03727199497465712,0.05713679199106991,923,29,0,True,35074,73840,108914,100,11,0.11,231.71714190372958,231.71714190372958,0.0,10.194174757281553,10.194174757281553,25.263157894736842,24.0,0.40351941747572817,2.7462499999999994,2.7462499999999994,5.0,0.5492499999999999,0,0,0,0,4231.331194184955,42.31331194184955,7557.062715766818,550.0743441977488,60.246887892453366,189.12512716174976,0,0,89
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,5.0,soft,wa_mcbr_soft,0000000001000000001000000000000000010000000000000010010000000000001000110000010000000000001100000000,1,1,231.82385357967576,0000000001000000001000000000000000010000000000000010010000000000001000110000010000000000001100000000,0.0,231.82385357967576,,,0.0792709169909358,896,36,0,True,34048,71680,105728,100,11,0.11,231.98925210531144,231.63073652867334,0.3585155766381095,10.194174757281553,10.194174757281553,25.263157894736842,24.0,0.40351941747572817,2.7462499999999994,2.7462499999999994,5.0,0.5492499999999999,0,0,0,0,4246.533735009166,42.46533735009166,7628.982958387163,477.5780554896754,52.99621701476309,189.12512716174976,0,0,89
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,5.0,none,wa_mcbr_none,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,1,232.0040759171219,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,0.0,232.0040759171219,,,0.04891245800536126,923,37,0,True,35074,73840,108914,100,12,0.12,231.7505387690974,231.7505387690974,0.0,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,5.0,0.598,0,0,0,0,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,13.0,hard,wa_mcbr_hard,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,1,232.0040759171219,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,0.0,232.0040759171219,231.82385357967573,0.07774106704866193,0.05599416699260473,923,37,0,True,35074,73840,108914,100,12,0.12,231.7505387690974,231.7505387690974,0.0,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,13.0,0.22999999999999998,0,0,0,0,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,13.0,soft,wa_mcbr_soft,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,1,232.0040759171219,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,0.0,232.0040759171219,,,0.07260175002738833,923,37,0,True,35074,73840,108914,100,12,0.12,231.78095521621034,231.7505387690974,0.030416447112951082,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,13.0,0.22999999999999998,0,0,0,0,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.4,13.0,none,wa_mcbr_none,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,1,1,232.0040759171219,0011000001000000001000000000000000010000000000000010010000000000000000110000001000000000001100000000,0.0,232.0040759171219,,,0.04893383395392448,923,37,0,True,35074,73840,108914,100,12,0.12,231.7505387690974,231.7505387690974,0.0,11.16504854368932,11.16504854368932,25.263157894736842,24.0,0.4419498381877022,2.9899999999999998,2.9899999999999998,13.0,0.22999999999999998,0,0,0,0,4254.674740564798,42.546747405647984,7664.948158726537,404.90664547174873,45.67989387808489,217.9884015947807,0,0,88
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.6,1.5,hard,wa_mcbr_hard,0000000000000000001000000000000000000000000000000010010000000000000000101000000000000000000100000000,1,0,inf,0000000000000000001000000000000000000000000000000010010000000000000000001000000000000000000100000000,0.01,235.74090921876635,235.10680181606813,0.2697103604830213,0.005580374971032143,100,0,0,True,3800,8000,11800,100,6,0.06,234.83388703990215,234.83388703990215,0.0,5.58252427184466,5.58252427184466,37.89473684210527,36.0,0.14731661272923408,1.4949999999999999,1.4949999999999999,1.5,0.9966666666666666,0,0,0,0,4381.629957984954,43.816299579849534,8258.639644150448,341.80093613390426,39.94069174129091,63.19206135842492,0,94,0
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.6,1.5,soft,wa_mcbr_soft,0000000000000000000000000000000000000000100000000010000000000000000000000000001000010000000000000000,1,1,238.58008231353682,0000000000000000000000000000000000000000100000000010000000000000000000000000001000010000000000000000,0.0,238.58008231353682,,,0.0348195000551641,456,36,0,True,17328,36480,53808,100,4,0.04,239.2666306873823,238.57223783951514,0.6943928478671761,4.368932038834951,4.368932038834951,37.89473684210527,36.0,0.1152912621359223,1.1375,1.1375,1.5,0.7583333333333333,0,0,0,0,4476.327801485208,44.76327801485208,8690.52108031376,229.3714961301649,30.270078439556798,52.57887517146776,0,0,96
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.6,1.5,none,wa_mcbr_none,0011000001000000001000000000000000010000000000001010010000000000001000110000001000000000001100000001,1,0,inf,0000000001000000001000000000000000010000000000000010000000000000000000000000000000000000000100000000,0.1,235.65549233707193,,,0.05761083401739597,1057,57,0,True,40166,84560,124726,100,15,0.15,230.06503731042477,230.06503731042477,0.0,14.077669902912621,14.077669902912621,37.89473684210527,36.0,0.3714940668824164,3.7212499999999995,3.7212499999999995,1.5,2.480833333333333,0,1,0,1,4202.905505652967,42.02905505652967,7423.954359373605,452.5983243721464,50.29062490702326,167.76871915897874,0,0,85
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.6,2.0,hard,wa_mcbr_hard,0010000000000000001000000000000000000000000000001010010000000000000000101000000000000000000100000000,1,0,inf,0000000000000000001000000000000000000000000000000010010000000000000000101000000000000000000100000000,0.02,234.85134266648757,233.4063207723207,0.6191014405203006,0.006448166095651686,100,0,0,True,3800,8000,11800,100,8,0.08,233.59213350606964,233.59213350606964,0.0,7.524271844660195,7.524271844660195,37.89473684210527,36.0,0.1985571736785329,1.9825,1.9825,2.0,0.99125,0,0,0,0,4337.566911371324,43.375669113713236,8053.575296746699,413.9265107988274,46.91209333741886,81.93741061664002,0,92,0
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.6,2.0,soft,wa_mcbr_soft,0000000001000000001000000000000000010000000000001010000000000000000000000000010000000000000000000000,1,1,234.58123876002549,0000000001000000001000000000000000010000000000001010000000000000000000000000010000000000000000000000,0.0,234.58123876002549,,,0.038540291017852724,508,44,0,True,19304,40640,59944,100,6,0.06,235.51682347902124,234.56170413044435,0.9551193485768759,5.339805825242719,5.339805825242719,37.89473684210527,36.0,0.14091154261057173,1.4949999999999999,1.4949999999999999,2.0,0.7474999999999999,0,0,0,0,4371.420939989291,43.71420939989291,8211.85986537649,375.81721006038185,43.31089608154381,61.00612148799246,0,0,94
06ac6393eee7a87a46f65b36cf9d1863821846f32cd08b7f9dd84710f2fa08a1,1,0,20270729,0.6,2.0,none,wa_mcbr_none,0011000001000000001000000000000000010000000000001010010000000000001000110000001000000000001100000001,1,0,inf,0000000001000000001000000000000000010000000000000010010000000000000000000000000000000000001100000000,0.08,233.6771810561907,,,0.05581416597124189,1057,57,0,True,40166,84560,124726,100,15,0.15,230.06503731042477,230.06503731042477,0.0,14.077669902912621,14.077669902912621,37.89473684210527,36.0,0.3714940668824164,3.7212499999999995,3.7212499999999995,2.0,1.8606249999999998,0,1,0,1,4202.905505652967,42.02905505652967,7423.954359373605,452.5983243721464,50.29062490702326,167.76871915897874,0,0,85
